F24005,3.632,30.000,29.297,26.145,39.808,5.448,9.775,4.500,8.250,92.851,240.000,12.168,20.392,37.500,18.750,12.168,20.392,18.750,12.168,20.392,37.500,18.750,23.438,20.916,31.846,4.359,7.820,6.600
F24009,3.254,30.000,28.052,25.036,36.622,5.671,6.750,4.500,8.250,64.125,240.000,10.841,18.335,37.500,18.750,10.841,18.335,18.750,10.841,18.335,37.500,18.750,22.441,20.029,29.298,4.536,5.400,6.600
F24013,3.513,30.000,30.956,27.633,58.833,5.402,10.761,4.500,8.250,102.236,240.000,20.197,20.123,37.500,18.750,20.197,20.123,18.750,20.197,20.123,37.500,18.750,24.765,22.106,47.066,4.322,8.609,6.600
F24015,3.502,30.000,30.085,26.841,39.466,5.723,10.123,4.500,8.250,96.156,240.000,20.147,20.945,37.500,18.750,20.147,20.945,18.750,20.147,20.945,37.500,18.750,24.068,21.473,31.573,4.578,8.098,6.600
F24017,3.183,30.000,26.953,24.048,33.238,5.362,7.282,4.500,8.250,69.179,240.000,16.631,17.319,37.500,18.750,16.631,17.319,18.750,16.631,17.319,37.500,18.750,21.563,19.239,26.590,4.290,5.826,6.600
F24019,3.004,30.000,26.952,24.008,40.742,5.439,7.409,4.500,8.250,70.355,240.000,16.867,17.188,37.500,18.750,16.867,17.188,18.750,16.867,17.188,37.500,18.750,21.562,19.206,32.594,4.351,5.927,6.600
F24021,3.432,30.000,31.764,28.364,37.786,5.179,12.222,4.500,8.250,116.134,240.000,10.181,17.739,37.500,18.750,10.181,17.739,18.750,10.181,17.739,37.500,18.750,25.411,22.691,30.229,4.143,9.777,6.600
F24023,3.370,30.000,35.627,31.847,40.537,7.648,7.822,4.500,8.250,74.313,240.000,22.838,21.642,37.500,18.750,22.838,21.642,18.750,22.838,21.642,37.500,18.750,28.502,25.478,32.430,6.118,6.258,6.600
F24025,3.495,30.000,29.337,26.188,42.500,5.250,10.060,4.500,8.250,95.569,240.000,19.646,21.038,37.500,18.750,19.646,21.038,18.750,19.646,21.038,37.500,18.750,23.469,20.950,34.000,4.200,8.048,6.600
F24027,3.649,30.000,28.223,25.181,38.034,5.849,9.523,4.500,8.250,90.460,240.000,10.044,19.906,37.500,18.750,10.044,19.906,18.750,10.044,19.906,37.500,18.750,22.579,20.145,30.427,4.679,7.619,6.600
F24029,3.481,30.000,32.535,29.040,35.854,4.967,8.880,4.500,8.250,84.355,240.000,17.583,20.108,37.500,18.750,17.583,20.108,18.750,17.583,20.108,37.500,18.750,26.028,23.232,28.683,3.973,7.104,6.600
F24031,3.603,30.000,26.583,23.709,34.809,5.426,9.849,4.500,8.250,93.554,240.000,8.850,18.742,37.500,18.750,8.850,18.742,18.750,8.850,18.742,37.500,18.750,21.266,18.967,27.847,4.341,7.879,6.600
F24033,3.538,30.000,30.548,27.264,35.339,5.764,8.406,4.500,8.250,79.839,240.000,11.895,19.066,37.500,18.750,11.895,19.066,18.750,11.895,19.066,37.500,18.750,24.438,21.811,28.271,4.611,6.724,6.600
F24035,3.417,30.000,28.786,25.677,47.253,4.936,9.595,4.500,8.250,91.143,240.000,17.826,19.927,37.500,18.750,17.826,19.927,18.750,17.826,19.927,37.500,18.750,23.028,20.542,37.802,3.949,7.676,6.600
F24037,3.016,30.000,27.666,24.689,32.809,4.984,7.936,4.500,8.250,75.397,240.000,15.367,16.818,37.500,18.750,15.367,16.818,18.750,15.367,16.818,37.500,18.750,22.133,19.751,26.248,3.987,6.349,6.600
F24039,3.331,30.000,68.748,61.164,40.314,9.075,14.615,4.500,8.250,138.687,240.000,18.691,19.980,37.500,18.750,18.691,19.980,18.750,18.691,19.980,37.500,18.750,54.999,48.931,32.251,7.260,11.692,6.600
F24041,3.227,30.000,27.390,24.430,39.741,5.175,8.853,4.500,8.250,84.103,240.000,17.627,18.678,37.500,18.750,17.627,18.678,18.750,17.627,18.678,37.500,18.750,21.912,19.544,31.793,4.140,7.082,6.600
F24043,3.234,30.000,33.180,29.642,34.862,7.705,10.294,4.500,8.250,97.815,240.000,9.195,16.013,37.500,18.750,9.195,16.013,18.750,9.195,16.013,37.500,18.750,26.544,23.714,27.889,6.164,8.235,6.600
F24045,3.521,30.000,83.066,73.901,37.444,9.401,18.588,4.500,8.250,176.392,240.000,19.562,21.281,37.500,18.750,19.562,21.281,18.750,19.562,21.281,37.500,18.750,66.453,59.121,29.955,7.521,14.870,6.600
F24510,4.082,30.000,30.861,27.475,40.569,5.883,5.231,4.500,8.250,49.661,240.000,17.684,23.653,37.500,18.750,17.684,23.653,18.750,17.684,23.653,37.500,18.750,24.689,21.980,32.455,4.707,4.184,6.600
F36003,2.888,30.000,41.172,36.853,43.606,5.428,6.501,4.500,8.250,61.782,240.000,12.573,13.927,37.500,18.750,12.573,13.927,18.750,12.573,13.927,37.500,18.750,32.938,29.482,34.885,4.342,5.201,6.600
F36007,2.889,30.000,42.021,37.621,36.064,5.724,6.333,4.500,8.250,60.180,240.000,14.048,14.742,37.500,18.750,14.048,14.742,18.750,14.048,14.742,37.500,18.750,33.617,30.096,28.851,4.579,5.066,6.600
F36015,2.795,30.000,38.239,33.583,37.778,5.827,6.102,4.500,8.250,57.994,240.000,10.771,12.888,37.500,18.750,10.771,12.888,18.750,10.771,12.888,37.500,18.750,30.591,26.867,30.222,4.662,4.882,6.600
F36025,2.758,30.000,43.429,39.648,35.779,5.747,6.165,4.500,8.250,58.597,240.000,14.918,14.641,37.500,18.750,14.918,14.641,18.750,14.918,14.641,37.500,18.750,34.743,31.718,28.623,4.598,4.932,6.600
F36101,2.756,30.000,38.097,34.108,31.822,5.407,6.156,4.500,8.250,58.504,240.000,9.619,11.558,37.500,18.750,9.619,11.558,18.750,9.619,11.558,37.500,18.750,30.478,27.286,25.458,4.326,4.925,6.600
F42001,3.527,30.000,38.046,33.983,35.723,8.853,9.318,4.500,8.250,88.507,240.000,14.240,19.563,37.500,18.750,14.240,19.563,18.750,14.240,19.563,37.500,18.750,30.437,27.186,28.578,7.082,7.454,6.600
F42009,2.969,30.000,36.385,32.546,33.799,7.695,8.845,4.500,8.250,84.060,240.000,18.316,15.508,37.500,18.750,18.316,15.508,18.750,18.316,15.508,37.500,18.750,29.108,26.037,27.039,6.156,7.076,6.600
F42011,3.561,30.000,35.444,31.675,33.886,8.817,15.385,4.500,8.250,146.178,240.000,24.031,21.967,37.500,18.750,24.031,21.967,18.750,24.031,21.967,37.500,18.750,28.355,25.340,27.109,7.054,12.308,6.600
F42013,3.190,30.000,36.941,33.044,33.598,8.638,15.806,4.500,8.250,150.223,240.000,12.943,16.609,37.500,18.750,12.943,16.609,18.750,12.943,16.609,37.500,18.750,29.553,26.435,26.879,6.910,12.645,6.600
F42021,3.438,30.000,34.424,30.769,35.307,7.298,8.711,4.500,8.250,82.755,240.000,17.162,20.364,37.500,18.750,17.162,20.364,18.750,17.162,20.364,37.500,18.750,27.539,24.615,28.246,5.838,6.969,6.600
F42027,3.077,30.000,33.470,29.930,60.393,7.805,9.700,4.500,8.250,92.183,240.000,14.448,16.650,37.500,18.750,14.448,16.650,18.750,14.448,16.650,37.500,18.750,26.776,23.944,48.315,6.244,7.760,6.600
F42033,3.047,30.000,34.148,30.540,36.910,7.391,8.096,4.500,8.250,76.934,240.000,19.576,17.569,37.500,18.750,19.576,17.569,18.750,19.576,17.569,37.500,18.750,27.319,24.432,29.528,5.913,6.477,6.600
F42035,2.930,30.000,34.309,30.693,33.278,8.118,12.288,4.500,8.250,116.780,240.000,24.353,18.241,37.500,18.750,24.353,18.241,18.750,24.353,18.241,37.500,18.750,27.447,24.554,26.622,6.495,9.831,6.600
F42041,3.352,30.000,36.934,33.013,33.667,8.026,13.164,4.500,8.250,125.100,240.000,10.443,17.520,37.500,18.750,10.443,17.520,18.750,10.443,17.520,37.500,18.750,29.547,26.410,26.933,6.421,10.531,6.600
F42043,3.421,30.000,37.194,33.240,34.892,8.865,12.535,4.500,8.250,119.092,240.000,18.061,19.145,37.500,18.750,18.061,19.145,18.750,18.061,19.145,37.500,18.750,29.755,26.592,27.914,7.092,10.028,6.600
F42055,3.481,30.000,38.160,34.099,34.958,8.793,15.527,4.500,8.250,147.545,240.000,13.330,18.866,37.500,18.750,13.330,18.866,18.750,13.330,18.866,37.500,18.750,30.528,27.279,27.966,7.034,12.421,6.600
F42061,2.967,30.000,36.341,32.505,33.808,8.035,9.314,4.500,8.250,88.515,240.000,11.570,14.758,37.500,18.750,11.570,14.758,18.750,11.570,14.758,37.500,18.750,29.073,26.004,27.046,6.428,7.451,6.600
F42069,3.207,30.000,35.084,31.369,33.124,7.537,8.243,4.500,8.250,78.318,240.000,15.656,18.173,37.500,18.750,15.656,18.173,18.750,15.656,18.173,37.500,18.750,28.067,25.095,26.499,6.030,6.594,6.600
F42071,4.356,30.000,41.758,37.262,35.010,10.742,23.515,4.500,8.250,223.300,240.000,23.082,25.564,37.500,18.750,23.082,25.564,18.750,23.082,25.564,37.500,18.750,33.407,29.809,28.008,8.594,18.812,6.600
F42075,4.027,30.000,38.881,34.719,40.674,10.556,19.224,4.500,8.250,182.553,240.000,21.219,23.680,37.500,18.750,21.219,23.680,18.750,21.219,23.680,37.500,18.750,31.105,27.775,32.539,8.444,15.379,6.600
F42079,3.181,30.000,33.504,29.956,34.857,7.410,8.395,4.500,8.250,79.766,240.000,23.894,19.450,37.500,18.750,23.894,19.450,18.750,23.894,19.450,37.500,18.750,26.803,23.965,27.886,5.928,6.716,6.600
F42081,2.950,30.000,33.326,29.806,35.029,7.486,8.996,4.500,8.250,85.486,240.000,21.434,16.510,37.500,18.750,21.434,16.510,18.750,21.434,16.510,37.500,18.750,26.661,23.845,28.023,5.989,7.197,6.600
F42087,3.128,30.000,36.021,32.220,34.186,9.023,12.359,4.500,8.250,117.434,240.000,20.169,17.373,37.500,18.750,20.169,17.373,18.750,20.169,17.373,37.500,18.750,28.817,25.776,27.349,7.218,9.887,6.600
F42097,3.212,30.000,34.467,30.810,49.493,8.313,10.103,4.500,8.250,95.970,240.000,19.117,18.159,37.500,18.750,19.117,18.159,18.750,19.117,18.159,37.500,18.750,27.574,24.648,39.595,6.650,8.082,6.600
F42107,3.306,30.000,37.080,33.137,32.315,8.639,10.072,4.500,8.250,95.672,240.000,20.778,20.699,37.500,18.750,20.778,20.699,18.750,20.778,20.699,37.500,18.750,29.664,26.509,25.852,6.911,8.058,6.600
F42115,3.120,30.000,34.814,31.123,35.603,7.665,7.748,4.500,8.250,73.626,240.000,24.319,18.970,37.500,18.750,24.319,18.970,18.750,24.319,18.970,37.500,18.750,27.851,24.899,28.482,6.132,6.198,6.600
F42117,2.874,30.000,33.995,30.404,38.091,7.349,7.656,4.500,8.250,72.762,240.000,11.556,13.301,37.500,18.750,11.556,13.301,18.750,11.556,13.301,37.500,18.750,27.196,24.323,30.473,5.879,6.125,6.600
F42119,3.241,30.000,35.684,31.901,40.954,9.289,15.190,4.500,8.250,144.324,240.000,22.955,19.322,37.500,18.750,22.955,19.322,18.750,22.955,19.322,37.500,18.750,28.547,25.521,32.763,7.431,12.152,6.600
F42133,3.576,30.000,36.344,32.479,42.411,8.525,10.178,4.500,8.250,96.683,240.000,15.085,19.738,37.500,18.750,15.085,19.738,18.750,15.085,19.738,37.500,18.750,29.075,25.983,33.929,6.820,8.142,6.600
F51001,2.809,30.000,28.290,25.191,38.997,8.518,6.869,4.500,8.250,65.248,240.000,17.320,16.427,37.500,18.750,17.320,16.427,18.750,17.320,16.427,37.500,18.750,22.632,20.152,31.198,6.814,5.495,6.600
F51003,2.732,30.000,32.131,28.726,33.914,9.107,6.115,4.500,8.250,58.110,240.000,9.822,15.461,37.500,18.750,9.822,15.461,18.750,9.822,15.461,37.500,18.750,25.705,22.981,27.131,7.285,4.892,6.600
F51005,2.367,30.000,37.106,33.182,31.210,7.326,5.277,4.500,8.250,50.173,240.000,10.272,11.078,37.500,18.750,10.272,11.078,18.750,10.272,11.078,37.500,18.750,29.685,26.545,24.968,5.861,4.222,6.600
F51009,2.483,30.000,33.417,29.896,30.584,9.239,5.976,4.500,8.250,56.799,240.000,15.362,13.738,37.500,18.750,15.362,13.738,18.750,15.362,13.738,37.500,18.750,26.734,23.917,24.468,7.391,4.781,6.600
F51011,2.690,30.000,31.241,27.924,33.755,9.292,6.397,4.500,8.250,60.780,240.000,9.425,14.590,37.500,18.750,9.425,14.590,18.750,9.425,14.590,37.500,18.750,24.993,22.340,27.004,7.433,5.117,6.600
F51013,3.939,30.000,32.352,28.834,30.169,10.383,5.196,4.500,8.250,49.341,240.000,18.638,22.298,37.500,18.750,18.638,22.298,18.750,18.638,22.298,37.500,18.750,25.882,23.067,24.135,8.306,4.157,6.600
F51015,2.878,30.000,44.628,39.794,32.808,11.181,6.683,4.500,8.250,63.483,240.000,14.848,15.014,37.500,18.750,14.848,15.014,18.750,14.848,15.014,37.500,18.750,35.702,31.835,26.247,8.945,5.346,6.600
F51017,2.262,30.000,39.741,35.521,33.549,9.182,5.521,4.500,8.250,52.492,240.000,11.248,11.377,37.500,18.750,11.248,11.377,18.750,11.248,11.377,37.500,18.750,31.793,28.417,26.839,7.346,4.417,6.600
F51019,2.578,30.000,38.551,34.497,32.792,9.398,6.329,4.500,8.250,60.143,240.000,10.734,14.073,37.500,18.750,10.734,14.073,18.750,10.734,14.073,37.500,18.750,30.841,27.598,26.233,7.519,5.063,6.600
F51023,2.376,30.000,41.722,37.283,32.174,9.186,5.969,4.500,8.250,56.741,240.000,10.497,11.595,37.500,18.750,10.497,11.595,18.750,10.497,11.595,37.500,18.750,33.378,29.827,25.739,7.349,4.775,6.600
F51033,3.006,30.000,23.919,21.330,33.128,8.765,5.981,4.500,8.250,56.822,240.000,8.959,15.682,37.500,18.750,8.959,15.682,18.750,8.959,15.682,37.500,18.750,19.135,17.064,26.502,7.012,4.785,6.600
F51041,3.078,30.000,26.290,23.441,30.991,10.077,6.747,4.500,8.250,64.099,240.000,16.127,17.048,37.500,18.750,16.127,17.048,18.750,16.127,17.048,37.500,18.750,21.032,18.753,24.793,8.061,5.398,6.600
F51043,2.805,30.000,37.785,33.724,34.482,9.342,6.071,4.500,8.250,57.691,240.000,8.871,13.580,37.500,18.750,8.871,13.580,18.750,8.871,13.580,37.500,18.750,30.228,26.979,27.585,7.474,4.857,6.600
F51045,2.464,30.000,36.462,32.572,32.322,9.235,5.733,4.500,8.250,54.497,240.000,11.773,11.536,37.500,18.750,11.773,11.536,18.750,11.773,11.536,37.500,18.750,29.170,26.058,25.857,7.388,4.586,6.600
F51053,2.834,30.000,27.683,24.651,26.714,11.211,7.027,4.500,8.250,66.695,240.000,17.188,16.358,37.500,18.750,17.188,16.358,18.750,17.188,16.358,37.500,18.750,22.146,19.721,21.371,8.969,5.621,6.600
F51057,2.982,30.000,26.931,24.026,39.261,9.100,6.193,4.500,8.250,58.833,240.000,14.837,16.442,37.500,18.750,14.837,16.442,18.750,14.837,16.442,37.500,18.750,21.545,19.221,31.409,7.280,4.954,6.600
F51059,3.647,30.000,37.794,33.745,32.822,10.840,7.563,4.500,8.250,71.838,240.000,17.933,20.240,37.500,18.750,17.933,20.240,18.750,17.933,20.240,37.500,18.750,30.235,26.996,26.257,8.672,6.051,6.600
F51061,2.918,30.000,30.650,27.369,34.257,9.368,6.328,4.500,8.250,60.124,240.000,9.889,15.025,37.500,18.750,9.889,15.025,18.750,9.889,15.025,37.500,18.750,24.520,21.895,27.406,7.494,5.062,6.600
F51069,2.820,30.000,36.580,32.666,34.639,9.469,5.958,4.500,8.250,56.623,240.000,14.930,13.858,37.500,18.750,14.930,13.858,18.750,14.930,13.858,37.500,18.750,29.264,26.132,27.711,7.575,4.767,6.600
F51071,2.605,30.000,37.396,33.394,35.852,9.437,5.656,4.500,8.250,53.756,240.000,13.586,12.611,37.500,18.750,13.586,12.611,18.750,13.586,12.611,37.500,18.750,29.917,26.715,28.681,7.550,4.524,6.600
F51079,2.789,30.000,39.178,35.033,33.440,10.743,6.662,4.500,8.250,63.287,240.000,14.511,16.452,37.500,18.750,14.511,16.452,18.750,14.511,16.452,37.500,18.750,31.342,28.027,26.752,8.594,5.329,6.600
F51085,3.110,30.000,27.176,24.242,33.186,9.332,7.062,4.500,8.250,67.087,240.000,10.068,16.229,37.500,18.750,10.068,16.229,18.750,10.068,16.229,37.500,18.750,21.741,19.394,26.549,7.465,5.649,6.600
F51087,3.405,30.000,25.107,22.379,34.242,9.742,6.465,4.500,8.250,61.404,240.000,10.341,18.219,37.500,18.750,10.341,18.219,18.750,10.341,18.219,37.500,18.750,20.086,17.903,27.393,7.794,5.172,6.600
F51091,2.495,30.000,36.457,34.068,36.237,9.959,5.367,4.500,8.250,51.017,240.000,17.918,13.830,37.500,18.750,17.918,13.830,18.750,17.918,13.830,37.500,18.750,29.165,27.254,28.990,7.967,4.294,6.600
F51095,2.751,30.000,26.752,23.878,33.350,9.857,7.168,4.500,8.250,68.122,240.000,16.559,16.403,37.500,18.750,16.559,16.403,18.750,16.559,16.403,37.500,18.750,21.401,19.102,26.680,7.886,5.735,6.600
F51099,2.933,30.000,27.295,24.330,33.593,8.936,6.377,4.500,8.250,60.576,240.000,15.179,16.253,37.500,18.750,15.179,16.253,18.750,15.179,16.253,37.500,18.750,21.836,19.464,26.874,7.149,5.102,6.600
F51101,3.014,30.000,26.436,23.584,32.449,9.105,6.585,4.500,8.250,62.561,240.000,15.203,16.585,37.500,18.750,15.203,16.585,18.750,15.203,16.585,37.500,18.750,21.149,18.867,25.959,7.284,5.268,6.600
F51107,3.119,30.000,29.311,26.169,32.137,9.333,6.421,4.500,8.250,60.999,240.000,11.323,15.886,37.500,18.750,11.323,15.886,18.750,11.323,15.886,37.500,18.750,23.449,20.935,25.709,7.466,5.137,6.600
F51113,2.783,30.000,32.223,28.790,33.284,10.180,6.847,4.500,8.250,65.045,240.000,13.468,15.454,37.500,18.750,13.468,15.454,18.750,13.468,15.454,37.500,18.750,25.778,23.032,26.627,8.144,5.477,6.600
F51121,2.494,30.000,41.814,37.369,32.928,9.531,5.992,4.500,8.250,56.955,240.000,11.148,11.930,37.500,18.750,11.148,11.930,18.750,11.148,11.930,37.500,18.750,33.452,29.895,26.342,7.625,4.794,6.600
F51125,2.556,30.000,32.283,28.871,33.528,9.116,5.939,4.500,8.250,56.446,240.000,16.105,14.350,37.500,18.750,16.105,14.350,18.750,16.105,14.350,37.500,18.750,25.826,23.097,26.822,7.292,4.751,6.600
F51131,2.581,30.000,22.815,20.359,47.271,5.418,5.640,4.500,8.250,53.608,240.000,16.683,15.063,37.500,18.750,16.683,15.063,18.750,16.683,15.063,37.500,18.750,18.252,16.287,37.817,4.334,4.512,6.600
F51137,2.793,30.000,31.493,28.130,33.484,9.784,6.704,4.500,8.250,63.693,240.000,8.945,15.100,37.500,18.750,8.945,15.100,18.750,8.945,15.100,37.500,18.750,25.195,22.504,26.787,7.827,5.363,6.600
F51139,3.490,30.000,62.217,55.383,34.057,15.515,9.304,4.500,8.250,88.301,240.000,9.348,16.891,37.500,18.750,9.348,16.891,18.750,9.348,16.891,37.500,18.750,49.773,44.307,27.246,12.412,7.443,6.600
F51145,2.766,30.000,34.377,30.722,32.977,10.055,6.887,4.500,8.250,65.441,240.000,16.100,15.319,37.500,18.750,16.100,15.319,18.750,16.100,15.319,37.500,18.750,27.501,24.577,26.381,8.044,5.510,6.600
F51147,2.649,30.000,36.538,32.673,30.583,10.006,6.610,4.500,8.250,62.814,240.000,15.240,14.397,37.500,18.750,15.240,14.397,18.750,15.240,14.397,37.500,18.750,29.230,26.138,24.466,8.005,5.288,6.600
F51149,3.299,30.000,26.776,23.848,28.100,9.471,6.272,4.500,8.250,59.550,240.000,16.955,19.175,37.500,18.750,16.955,19.175,18.750,16.955,19.175,37.500,18.750,21.421,19.078,22.480,7.577,5.017,6.600
F51153,3.239,30.000,29.709,26.499,35.456,10.244,6.921,4.500,8.250,65.750,240.000,10.838,16.749,37.500,18.750,10.838,16.749,18.750,10.838,16.749,37.500,18.750,23.768,21.199,28.365,8.195,5.537,6.600
F51157,2.852,30.000,31.822,28.450,34.192,9.257,5.982,4.500,8.250,56.842,240.000,13.313,15.244,37.500,18.750,13.313,15.244,18.750,13.313,15.244,37.500,18.750,25.458,22.760,27.354,7.406,4.785,6.600
F51159,3.000,30.000,26.278,23.473,32.776,9.386,5.934,4.500,8.250,56.380,240.000,15.383,16.644,37.500,18.750,15.383,16.644,18.750,15.383,16.644,37.500,18.750,21.023,18.778,26.221,7.509,4.747,6.600
F51161,2.504,30.000,42.177,37.650,33.470,10.737,6.777,4.500,8.250,64.378,240.000,11.691,12.248,37.500,18.750,11.691,12.248,18.750,11.691,12.248,37.500,18.750,33.742,30.120,26.776,8.590,5.421,6.600
F51163,2.387,30.000,39.696,35.441,35.450,9.561,5.985,4.500,8.250,56.892,240.000,10.859,12.376,37.500,18.750,10.859,12.376,18.750,10.859,12.376,37.500,18.750,31.757,28.353,28.360,7.649,4.788,6.600
F51165,3.678,30.000,56.710,50.470,34.638,15.411,9.837,4.500,8.250,93.356,240.000,11.371,17.809,37.500,18.750,11.371,17.809,18.750,11.371,17.809,37.500,18.750,45.368,40.376,27.710,12.328,7.870,6.600
F51171,3.010,30.000,42.235,37.630,34.802,11.556,6.967,4.500,8.250,66.178,240.000,12.157,14.475,37.500,18.750,12.157,14.475,18.750,12.157,14.475,37.500,18.750,33.788,30.104,27.841,9.245,5.574,6.600
F51177,2.926,30.000,29.135,26.013,32.508,9.272,7.107,4.500,8.250,67.521,240.000,9.859,15.567,37.500,18.750,9.859,15.567,18.750,9.859,15.567,37.500,18.750,23.308,20.811,26.006,7.418,5.685,6.600
F51179,3.096,30.000,25.713,22.927,33.316,10.217,6.333,4.500,8.250,60.143,240.000,10.405,16.438,37.500,18.750,10.405,16.438,18.750,10.405,16.438,37.500,18.750,20.570,18.342,26.653,8.174,5.066,6.600
F51181,2.788,30.000,27.806,24.785,24.003,7.831,45.199,4.500,8.250,429.046,240.000,17.006,16.819,37.500,18.750,17.006,16.819,18.750,17.006,16.819,37.500,18.750,22.245,19.828,19.202,6.265,36.159,6.600
F51187,2.739,30.000,40.528,36.143,34.565,8.974,5.921,4.500,8.250,56.266,240.000,6.962,12.793,37.500,18.750,6.962,12.793,18.750,6.962,12.793,37.500,18.750,32.422,28.915,27.652,7.179,4.736,6.600
F51193,2.908,30.000,28.054,25.033,38.668,8.765,5.688,4.500,8.250,54.032,240.000,15.510,16.152,37.500,18.750,15.510,16.152,18.750,15.510,16.152,37.500,18.750,22.443,20.026,30.935,7.012,4.550,6.600
F51199,2.954,30.000,23.414,20.848,35.601,11.532,9.950,4.500,8.250,94.511,240.000,17.316,17.851,37.500,18.750,17.316,17.851,18.750,17.316,17.851,37.500,18.750,18.731,16.679,28.481,9.226,7.960,6.600
F51510,3.685,30.000,27.966,24.892,27.997,9.388,5.136,4.500,8.250,48.782,240.000,15.734,20.571,37.500,18.750,15.734,20.571,18.750,15.734,20.571,37.500,18.750,22.373,19.914,22.397,7.511,4.109,6.600
F51530,2.310,30.000,33.937,30.315,35.924,9.024,4.829,4.500,8.250,45.920,240.000,9.107,12.174,37.500,18.750,9.107,12.174,18.750,9.107,12.174,37.500,18.750,27.150,24.252,28.739,7.219,3.863,6.600
F51540,2.892,30.000,29.949,26.708,30.240,9.180,4.955,4.500,8.250,47.093,240.000,18.592,17.658,37.500,18.750,18.592,17.658,18.750,18.592,17.658,37.500,18.750,23.959,21.366,24.192,7.344,3.964,6.600
F51550,2.934,30.000,17.636,15.712,38.255,9.839,8.271,4.500,8.250,78.581,240.000,17.046,17.792,37.500,18.750,17.046,17.792,18.750,17.046,17.792,37.500,18.750,14.108,12.570,30.604,7.871,6.617,6.600
F51580,2.409,30.000,34.121,30.475,36.044,9.057,4.850,4.500,8.250,46.115,240.000,13.086,11.558,37.500,18.750,13.086,11.558,18.750,13.086,11.558,37.500,18.750,27.297,24.380,28.835,7.245,3.880,6.600
F51630,3.210,30.000,30.541,27.226,30.654,9.282,5.026,4.500,8.250,47.758,240.000,16.585,17.967,37.500,18.750,16.585,17.967,18.750,16.585,17.967,37.500,18.750,24.433,21.781,24.523,7.425,4.021,6.600
F51650,2.147,30.000,25.251,22.512,26.039,8.898,4.795,4.500,8.250,45.605,240.000,14.757,12.613,37.500,18.750,14.757,12.613,18.750,14.757,12.613,37.500,18.750,20.201,18.009,20.831,7.119,3.836,6.600
F51660,3.777,30.000,36.757,32.780,37.833,9.495,5.158,4.500,8.250,48.983,240.000,15.415,18.811,37.500,18.750,15.415,18.811,18.750,15.415,18.811,37.500,18.750,29.406,26.224,30.266,7.596,4.126,6.600
F51670,5.240,30.000,30.959,27.522,30.198,9.875,5.516,4.500,8.250,52.325,240.000,20.396,30.828,37.500,18.750,20.396,30.828,18.750,20.396,30.828,37.500,18.750,24.767,22.017,24.158,7.900,4.413,6.600
F51700,2.981,30.000,26.684,23.768,27.067,9.165,4.975,4.500,8.250,47.277,240.000,17.043,17.949,37.500,18.750,17.043,17.949,18.750,17.043,17.949,37.500,18.750,21.347,19.014,21.653,7.332,3.980,6.600
F51710,3.357,30.000,27.361,24.361,27.556,9.285,5.060,4.500,8.250,48.071,240.000,18.043,20.655,37.500,18.750,18.043,20.655,18.750,18.043,20.655,37.500,18.750,21.889,19.489,22.045,7.428,4.048,6.600
F51730,3.175,30.000,27.031,24.071,27.317,9.227,5.018,4.500,8.250,47.683,240.000,15.842,18.112,37.500,18.750,15.842,18.112,18.750,15.842,18.112,37.500,18.750,21.625,19.257,21.854,7.381,4.015,6.600
F51735,1.973,30.000,24.965,22.262,25.834,8.842,4.759,4.500,8.250,45.274,240.000,14.237,11.460,37.500,18.750,14.237,11.460,18.750,14.237,11.460,37.500,18.750,19.972,17.809,20.667,7.073,3.807,6.600
F51740,3.435,30.000,27.504,24.487,27.660,9.309,5.078,4.500,8.250,48.239,240.000,18.124,21.247,37.500,18.750,18.124,21.247,18.750,18.124,21.247,37.500,18.750,22.004,19.590,22.128,7.447,4.062,6.600
F51760,3.572,30.000,27.755,24.707,27.843,9.352,5.110,4.500,8.250,48.534,240.000,16.892,19.941,37.500,18.750,16.892,19.941,18.750,16.892,19.941,37.500,18.750,22.204,19.766,22.274,7.482,4.088,6.600
F51790,2.822,30.000,34.891,31.148,36.561,9.190,4.939,4.500,8.250,46.948,240.000,15.480,14.526,37.500,18.750,15.480,14.526,18.750,15.480,14.526,37.500,18.750,27.913,24.919,29.249,7.352,3.951,6.600
F51800,2.806,30.000,26.375,23.527,24.167,9.172,6.306,4.500,8.250,59.918,240.000,18.315,16.982,37.500,18.750,18.315,16.982,18.750,18.315,16.982,37.500,18.750,21.100,18.822,19.333,7.337,5.045,6.600
F51810,2.711,30.000,18.922,16.856,40.859,8.809,7.709,4.500,8.250,73.251,240.000,16.472,16.469,37.500,18.750,16.472,16.469,18.750,16.472,16.469,37.500,18.750,15.137,13.485,32.688,7.047,6.168,6.600
F51820,2.986,30.000,35.206,31.423,36.772,9.243,4.976,4.500,8.250,47.287,240.000,18.385,18.018,37.500,18.750,18.385,18.018,18.750,18.385,18.018,37.500,18.750,28.165,25.139,29.418,7.394,3.981,6.600
F51830,2.918,30.000,26.571,23.669,26.985,9.145,4.960,4.500,8.250,47.145,240.000,17.376,17.850,37.500,18.750,17.376,17.850,18.750,17.376,17.850,37.500,18.750,21.257,18.935,21.588,7.316,3.968,6.600
F54003,2.990,30.000,34.825,31.122,34.825,8.176,5.802,4.500,8.250,55.127,240.000,14.993,14.856,37.500,18.750,14.993,14.856,18.750,14.993,14.856,37.500,18.750,27.860,24.898,27.860,6.541,4.641,6.600
