F24005,0.106,0.800,1.981,1.970,2.772,0.726,1.024,0.400,0.700,12.295,85.000,0.428,2.211,7.000,3.500,0.428,2.211,3.500,0.428,2.211,7.000,3.500,1.783,1.773,2.495,0.654,0.922,0.360
F24009,0.102,0.800,1.892,1.880,2.920,0.798,0.695,0.400,0.700,8.344,85.000,0.476,2.203,7.000,3.500,0.476,2.203,3.500,0.476,2.203,7.000,3.500,1.703,1.692,2.628,0.718,0.626,0.360
F24013,0.105,0.800,2.022,2.008,2.696,0.716,1.113,0.400,0.700,13.352,85.000,0.998,2.251,7.000,3.500,0.998,2.251,3.500,0.998,2.251,7.000,3.500,1.820,1.807,2.426,0.644,1.001,0.360
F24015,0.104,0.800,2.075,2.063,2.730,0.944,1.065,0.400,0.700,12.787,85.000,0.967,2.348,7.000,3.500,0.967,2.348,3.500,0.967,2.348,7.000,3.500,1.868,1.857,2.457,0.850,0.959,0.360
F24017,0.102,0.800,1.888,1.878,2.596,0.784,0.755,0.400,0.700,9.060,85.000,0.895,2.126,7.000,3.500,0.895,2.126,3.500,0.895,2.126,7.000,3.500,1.699,1.690,2.336,0.706,0.680,0.360
F24019,0.100,0.800,2.240,2.234,2.519,0.924,0.805,0.400,0.700,9.666,85.000,0.892,2.227,7.000,3.500,0.892,2.227,3.500,0.892,2.227,7.000,3.500,2.016,2.011,2.267,0.831,0.725,0.360
F24021,0.104,0.800,2.002,1.987,2.689,0.639,1.231,0.400,0.700,14.768,85.000,0.433,2.030,7.000,3.500,0.433,2.030,3.500,0.433,2.030,7.000,3.500,1.801,1.788,2.420,0.575,1.108,0.360
F24023,0.103,0.800,2.015,1.996,2.622,0.710,0.809,0.400,0.700,9.711,85.000,1.191,2.509,7.000,3.500,1.191,2.509,3.500,1.191,2.509,7.000,3.500,1.813,1.796,2.360,0.639,0.728,0.360
F24025,0.104,0.800,1.929,1.916,2.700,0.674,1.043,0.400,0.700,12.513,85.000,0.841,2.363,7.000,3.500,0.841,2.363,3.500,0.841,2.363,7.000,3.500,1.736,1.724,2.430,0.607,0.938,0.360
F24027,0.106,0.800,1.962,1.951,2.576,0.785,1.004,0.400,0.700,12.052,85.000,0.387,2.150,7.000,3.500,0.387,2.150,3.500,0.387,2.150,7.000,3.500,1.766,1.756,2.318,0.707,0.904,0.360
F24029,0.104,0.800,2.126,2.111,2.570,0.857,0.932,0.400,0.700,11.188,85.000,0.778,2.268,7.000,3.500,0.778,2.268,3.500,0.778,2.268,7.000,3.500,1.913,1.900,2.313,0.771,0.839,0.360
F24031,0.105,0.800,1.941,1.932,2.770,0.712,1.033,0.400,0.700,12.391,85.000,0.309,2.049,7.000,3.500,0.309,2.049,3.500,0.309,2.049,7.000,3.500,1.747,1.739,2.493,0.641,0.929,0.360
F24033,0.105,0.800,2.030,2.017,2.703,0.934,0.890,0.400,0.700,10.685,85.000,0.545,2.119,7.000,3.500,0.545,2.119,3.500,0.545,2.119,7.000,3.500,1.827,1.815,2.433,0.840,0.801,0.360
F24035,0.104,0.800,2.037,2.026,2.676,0.805,1.003,0.400,0.700,12.039,85.000,0.789,2.286,7.000,3.500,0.789,2.286,3.500,0.789,2.286,7.000,3.500,1.833,1.823,2.408,0.724,0.903,0.360
F24037,0.100,0.800,1.896,1.885,2.485,0.778,0.817,0.400,0.700,9.805,85.000,0.826,2.172,7.000,3.500,0.826,2.172,3.500,0.826,2.172,7.000,3.500,1.707,1.697,2.236,0.701,0.735,0.360
F24039,0.103,0.800,5.628,5.609,2.658,2.146,1.744,0.400,0.700,20.949,85.000,0.975,2.347,7.000,3.500,0.975,2.347,3.500,0.975,2.347,7.000,3.500,5.065,5.048,2.392,1.932,1.569,0.360
F24041,0.102,0.800,1.980,1.971,2.435,0.823,0.920,0.400,0.700,11.038,85.000,0.869,2.262,7.000,3.500,0.869,2.262,3.500,0.869,2.262,7.000,3.500,1.782,1.774,2.192,0.741,0.828,0.360
F24043,0.102,0.800,1.993,1.977,2.645,0.847,1.039,0.400,0.700,12.463,85.000,0.390,1.938,7.000,3.500,0.390,1.938,3.500,0.390,1.938,7.000,3.500,1.794,1.779,2.380,0.763,0.935,0.360
F24045,0.105,0.800,6.702,6.678,2.781,2.265,2.215,0.400,0.700,26.608,85.000,0.995,2.373,7.000,3.500,0.995,2.373,3.500,0.995,2.373,7.000,3.500,6.032,6.010,2.503,2.039,1.993,0.360
F24510,0.109,0.800,2.164,2.150,3.036,0.859,0.585,0.400,0.700,7.027,85.000,0.684,2.305,7.000,3.500,0.684,2.305,3.500,0.684,2.305,7.000,3.500,1.947,1.935,2.732,0.773,0.527,0.360
F36003,0.099,0.800,2.052,2.028,2.488,0.723,0.648,0.400,0.700,7.774,85.000,0.712,1.880,7.000,3.500,0.712,1.880,3.500,0.712,1.880,7.000,3.500,1.847,1.825,2.239,0.651,0.583,0.360
F36007,0.099,0.800,2.056,2.031,2.526,0.786,0.629,0.400,0.700,7.551,85.000,0.671,1.987,7.000,3.500,0.671,1.987,3.500,0.671,1.987,7.000,3.500,1.851,1.828,2.273,0.707,0.567,0.360
F36015,0.098,0.800,1.937,1.905,2.410,0.775,0.601,0.400,0.700,7.213,85.000,0.608,1.797,7.000,3.500,0.608,1.797,3.500,0.608,1.797,7.000,3.500,1.743,1.715,2.169,0.698,0.541,0.360
F36025,0.098,0.800,2.066,2.035,2.418,0.802,0.603,0.400,0.700,7.231,85.000,0.740,2.063,7.000,3.500,0.740,2.063,3.500,0.740,2.063,7.000,3.500,1.860,1.832,2.176,0.722,0.543,0.360
F36101,0.098,0.800,1.883,1.861,2.359,0.692,0.606,0.400,0.700,7.271,85.000,0.510,1.636,7.000,3.500,0.510,1.636,3.500,0.510,1.636,7.000,3.500,1.695,1.675,2.123,0.623,0.546,0.360
F42001,0.105,0.800,2.276,2.257,2.769,1.548,0.979,0.400,0.700,11.753,85.000,0.769,2.180,7.000,3.500,0.769,2.180,3.500,0.769,2.180,7.000,3.500,2.049,2.031,2.492,1.393,0.881,0.360
F42009,0.100,0.800,1.941,1.921,2.511,0.757,0.875,0.400,0.700,10.492,85.000,0.977,2.037,7.000,3.500,0.977,2.037,3.500,0.977,2.037,7.000,3.500,1.747,1.728,2.260,0.681,0.787,0.360
F42011,0.105,0.800,2.047,2.029,2.722,1.574,1.563,0.400,0.700,18.756,85.000,1.288,2.423,7.000,3.500,1.288,2.423,3.500,1.288,2.423,7.000,3.500,1.842,1.826,2.450,1.416,1.407,0.360
F42013,0.102,0.800,1.968,1.947,2.723,1.036,1.553,0.400,0.700,18.632,85.000,0.673,2.035,7.000,3.500,0.673,2.035,3.500,0.673,2.035,7.000,3.500,1.771,1.752,2.451,0.933,1.398,0.360
F42021,0.104,0.800,1.964,1.946,2.748,0.708,0.908,0.400,0.700,10.901,85.000,0.824,2.322,7.000,3.500,0.824,2.322,3.500,0.824,2.322,7.000,3.500,1.768,1.751,2.473,0.637,0.818,0.360
F42027,0.101,0.800,1.848,1.830,2.520,0.808,0.966,0.400,0.700,11.583,85.000,0.675,2.111,7.000,3.500,0.675,2.111,3.500,0.675,2.111,7.000,3.500,1.663,1.647,2.268,0.727,0.869,0.360
F42033,0.100,0.800,1.864,1.845,2.542,0.695,0.816,0.400,0.700,9.787,85.000,0.912,2.245,7.000,3.500,0.912,2.245,3.500,0.912,2.245,7.000,3.500,1.677,1.660,2.288,0.625,0.734,0.360
F42035,0.099,0.800,1.826,1.807,2.422,0.904,1.217,0.400,0.700,14.599,85.000,1.290,2.417,7.000,3.500,1.290,2.417,3.500,1.290,2.417,7.000,3.500,1.643,1.626,2.180,0.814,1.095,0.360
F42041,0.103,0.800,2.089,2.069,2.663,0.966,1.312,0.400,0.700,15.740,85.000,0.375,2.049,7.000,3.500,0.375,2.049,3.500,0.375,2.049,7.000,3.500,1.880,1.862,2.397,0.870,1.181,0.360
F42043,0.104,0.800,2.131,2.112,2.675,1.434,1.288,0.400,0.700,15.450,85.000,0.893,2.195,7.000,3.500,0.893,2.195,3.500,0.893,2.195,7.000,3.500,1.918,1.901,2.408,1.290,1.159,0.360
F42055,0.104,0.800,2.203,2.183,2.740,1.490,1.554,0.400,0.700,18.647,85.000,0.607,2.129,7.000,3.500,0.607,2.129,3.500,0.607,2.129,7.000,3.500,1.983,1.965,2.466,1.341,1.399,0.360
F42061,0.100,0.800,1.948,1.927,2.498,0.846,0.919,0.400,0.700,11.021,85.000,0.584,1.939,7.000,3.500,0.584,1.939,3.500,0.584,1.939,7.000,3.500,1.753,1.735,2.248,0.761,0.827,0.360
F42069,0.102,0.800,1.950,1.931,2.657,0.668,0.836,0.400,0.700,10.027,85.000,0.721,2.213,7.000,3.500,0.721,2.213,3.500,0.721,2.213,7.000,3.500,1.755,1.738,2.391,0.601,0.752,0.360
F42071,0.111,0.800,2.696,2.677,2.992,3.260,2.564,0.400,0.700,30.782,85.000,0.953,2.349,7.000,3.500,0.953,2.349,3.500,0.953,2.349,7.000,3.500,2.427,2.409,2.692,2.934,2.308,0.360
F42075,0.109,0.800,2.378,2.358,2.878,3.061,2.091,0.400,0.700,25.107,85.000,1.002,2.335,7.000,3.500,1.002,2.335,3.500,1.002,2.335,7.000,3.500,2.140,2.123,2.590,2.755,1.882,0.360
F42079,0.102,0.800,1.871,1.853,2.606,0.709,0.850,0.400,0.700,10.195,85.000,1.240,2.385,7.000,3.500,1.240,2.385,3.500,1.240,2.385,7.000,3.500,1.684,1.668,2.346,0.638,0.765,0.360
F42081,0.100,0.800,1.817,1.799,2.502,0.776,0.901,0.400,0.700,10.811,85.000,1.084,2.178,7.000,3.500,1.084,2.178,3.500,1.084,2.178,7.000,3.500,1.635,1.619,2.252,0.699,0.811,0.360
F42087,0.101,0.800,1.926,1.905,2.632,1.583,1.245,0.400,0.700,14.939,85.000,1.056,2.169,7.000,3.500,1.056,2.169,3.500,1.056,2.169,7.000,3.500,1.733,1.715,2.369,1.425,1.121,0.360
F42097,0.102,0.800,1.959,1.940,2.618,1.546,1.055,0.400,0.700,12.665,85.000,0.839,2.210,7.000,3.500,0.839,2.210,3.500,0.839,2.210,7.000,3.500,1.763,1.746,2.356,1.392,0.950,0.360
F42107,0.103,0.800,2.132,2.113,2.562,1.659,1.060,0.400,0.700,12.716,85.000,0.930,2.445,7.000,3.500,0.930,2.445,3.500,0.930,2.445,7.000,3.500,1.919,1.902,2.306,1.493,0.954,0.360
F42115,0.101,0.800,1.957,1.938,2.522,0.658,0.774,0.400,0.700,9.287,85.000,1.322,2.370,7.000,3.500,1.322,2.370,3.500,1.322,2.370,7.000,3.500,1.761,1.744,2.270,0.592,0.697,0.360
F42117,0.099,0.800,1.850,1.831,2.485,0.597,0.752,0.400,0.700,9.016,85.000,0.676,1.806,7.000,3.500,0.676,1.806,3.500,0.676,1.806,7.000,3.500,1.665,1.648,2.237,0.537,0.676,0.360
F42119,0.102,0.800,1.999,1.980,2.652,1.849,1.553,0.400,0.700,18.634,85.000,1.168,2.329,7.000,3.500,1.168,2.329,3.500,1.168,2.329,7.000,3.500,1.799,1.782,2.387,1.664,1.398,0.360
F42133,0.105,0.800,2.094,2.075,2.760,1.333,1.063,0.400,0.700,12.755,85.000,0.729,2.172,7.000,3.500,0.729,2.172,3.500,0.729,2.172,7.000,3.500,1.884,1.867,2.484,1.200,0.957,0.360
F51001,0.098,0.800,2.418,2.413,2.155,1.270,0.722,0.400,0.700,8.670,85.000,0.955,2.270,7.000,3.500,0.955,2.270,3.500,0.955,2.270,7.000,3.500,2.176,2.172,1.939,1.143,0.650,0.360
F51003,0.097,0.800,1.818,1.801,2.467,0.679,0.607,0.400,0.700,7.283,85.000,0.526,2.192,7.000,3.500,0.526,2.192,3.500,0.526,2.192,7.000,3.500,1.636,1.621,2.220,0.611,0.546,0.360
F51005,0.094,0.800,2.021,2.001,2.228,0.628,0.493,0.400,0.700,5.907,85.000,0.595,1.815,7.000,3.500,0.595,1.815,3.500,0.595,1.815,7.000,3.500,1.819,1.800,2.005,0.565,0.443,0.360
F51009,0.095,0.800,1.781,1.763,2.301,0.643,0.580,0.400,0.700,6.955,85.000,0.736,2.139,7.000,3.500,0.736,2.139,3.500,0.736,2.139,7.000,3.500,1.603,1.587,2.071,0.579,0.522,0.360
F51011,0.097,0.800,1.810,1.794,2.427,0.713,0.647,0.400,0.700,7.764,85.000,0.520,2.103,7.000,3.500,0.520,2.103,3.500,0.520,2.103,7.000,3.500,1.629,1.615,2.185,0.642,0.582,0.360
F51013,0.108,0.800,2.056,2.039,2.623,0.941,0.573,0.400,0.700,6.875,85.000,0.869,2.245,7.000,3.500,0.869,2.245,3.500,0.869,2.245,7.000,3.500,1.850,1.835,2.360,0.847,0.515,0.360
F51015,0.099,0.800,3.055,3.036,2.402,1.479,0.695,0.400,0.700,8.342,85.000,0.805,2.031,7.000,3.500,0.805,2.031,3.500,0.805,2.031,7.000,3.500,2.750,2.733,2.162,1.331,0.626,0.360
F51017,0.093,0.800,2.232,2.210,2.260,0.632,0.516,0.400,0.700,6.187,85.000,0.726,1.944,7.000,3.500,0.726,1.944,3.500,0.726,1.944,7.000,3.500,2.009,1.989,2.034,0.569,0.464,0.360
F51019,0.096,0.800,1.976,1.953,2.335,0.669,0.629,0.400,0.700,7.548,85.000,0.562,2.110,7.000,3.500,0.562,2.110,3.500,0.562,2.110,7.000,3.500,1.778,1.758,2.102,0.602,0.566,0.360
F51023,0.094,0.800,2.374,2.352,2.294,0.653,0.572,0.400,0.700,6.858,85.000,0.603,1.889,7.000,3.500,0.603,1.889,3.500,0.603,1.889,7.000,3.500,2.137,2.117,2.064,0.587,0.515,0.360
F51033,0.100,0.800,1.815,1.808,2.305,0.719,0.617,0.400,0.700,7.408,85.000,0.455,2.033,7.000,3.500,0.455,2.033,3.500,0.455,2.033,7.000,3.500,1.634,1.628,2.075,0.647,0.556,0.360
F51041,0.101,0.800,1.979,1.972,2.466,1.158,0.701,0.400,0.700,8.415,85.000,0.865,2.161,7.000,3.500,0.865,2.161,3.500,0.865,2.161,7.000,3.500,1.782,1.774,2.219,1.042,0.631,0.360
F51043,0.098,0.800,2.420,2.402,2.499,0.742,0.604,0.400,0.700,7.245,85.000,0.488,1.886,7.000,3.500,0.488,1.886,3.500,0.488,1.886,7.000,3.500,2.178,2.162,2.249,0.668,0.544,0.360
F51045,0.095,0.800,2.169,2.151,2.289,0.657,0.551,0.400,0.700,6.611,85.000,0.602,1.816,7.000,3.500,0.602,1.816,3.500,0.602,1.816,7.000,3.500,1.952,1.936,2.060,0.592,0.496,0.360
F51053,0.098,0.800,2.359,2.354,2.258,2.341,0.816,0.400,0.700,9.807,85.000,1.004,2.241,7.000,3.500,1.004,2.241,3.500,1.004,2.241,7.000,3.500,2.123,2.119,2.032,2.107,0.735,0.360
F51057,0.100,0.800,1.907,1.897,2.445,0.708,0.642,0.400,0.700,7.708,85.000,0.680,2.148,7.000,3.500,0.680,2.148,3.500,0.680,2.148,7.000,3.500,1.716,1.707,2.201,0.637,0.578,0.360
F51059,0.106,0.800,2.335,2.317,2.665,1.175,0.805,0.400,0.700,9.666,85.000,0.945,2.187,7.000,3.500,0.945,2.187,3.500,0.945,2.187,7.000,3.500,2.102,2.085,2.399,1.057,0.725,0.360
F51061,0.099,0.800,1.939,1.925,2.504,0.701,0.640,0.400,0.700,7.684,85.000,0.499,2.004,7.000,3.500,0.499,2.004,3.500,0.499,2.004,7.000,3.500,1.745,1.732,2.253,0.631,0.576,0.360
F51069,0.098,0.800,2.245,2.227,2.523,0.753,0.595,0.400,0.700,7.133,85.000,0.806,1.916,7.000,3.500,0.806,1.916,3.500,0.806,1.916,7.000,3.500,2.020,2.004,2.271,0.678,0.535,0.360
F51071,0.096,0.800,2.293,2.275,2.462,0.682,0.549,0.400,0.700,6.589,85.000,0.711,1.882,7.000,3.500,0.711,1.882,3.500,0.711,1.882,7.000,3.500,2.064,2.048,2.215,0.614,0.494,0.360
F51079,0.098,0.800,2.126,2.104,2.483,0.973,0.690,0.400,0.700,8.282,85.000,0.737,2.287,7.000,3.500,0.737,2.287,3.500,0.737,2.287,7.000,3.500,1.913,1.894,2.235,0.875,0.621,0.360
F51085,0.101,0.800,1.939,1.929,2.314,0.711,0.732,0.400,0.700,8.788,85.000,0.503,2.037,7.000,3.500,0.503,2.037,3.500,0.503,2.037,7.000,3.500,1.745,1.736,2.082,0.640,0.659,0.360
F51087,0.104,0.800,1.978,1.972,2.529,0.867,0.684,0.400,0.700,8.211,85.000,0.499,2.099,7.000,3.500,0.499,2.099,3.500,0.499,2.099,7.000,3.500,1.780,1.774,2.276,0.781,0.616,0.360
F51091,0.095,0.800,2.410,2.486,2.417,0.784,0.518,0.400,0.700,6.218,85.000,1.173,2.144,7.000,3.500,1.173,2.144,3.500,1.173,2.144,7.000,3.500,2.169,2.238,2.175,0.706,0.467,0.360
F51095,0.098,0.800,1.808,1.797,2.354,0.737,0.711,0.400,0.700,8.526,85.000,0.842,2.311,7.000,3.500,0.842,2.311,3.500,0.842,2.311,7.000,3.500,1.627,1.617,2.119,0.663,0.640,0.360
F51099,0.099,0.800,2.099,2.092,2.522,0.901,0.674,0.400,0.700,8.095,85.000,0.713,2.157,7.000,3.500,0.713,2.157,3.500,0.713,2.157,7.000,3.500,1.889,1.882,2.270,0.811,0.607,0.360
F51101,0.100,0.800,1.886,1.877,2.527,0.722,0.674,0.400,0.700,8.086,85.000,0.755,2.145,7.000,3.500,0.755,2.145,3.500,0.755,2.145,7.000,3.500,1.697,1.689,2.274,0.649,0.606,0.360
F51107,0.101,0.800,1.898,1.885,2.470,0.755,0.667,0.400,0.700,8.003,85.000,0.602,1.990,7.000,3.500,0.602,1.990,3.500,0.602,1.990,7.000,3.500,1.708,1.696,2.223,0.680,0.600,0.360
F51113,0.098,0.800,1.923,1.907,2.449,0.944,0.708,0.400,0.700,8.499,85.000,0.649,2.156,7.000,3.500,0.649,2.156,3.500,0.649,2.156,7.000,3.500,1.730,1.716,2.204,0.849,0.637,0.360
F51121,0.095,0.800,2.364,2.342,2.299,0.635,0.579,0.400,0.700,6.944,85.000,0.638,1.855,7.000,3.500,0.638,1.855,3.500,0.638,1.855,7.000,3.500,2.128,2.108,2.069,0.571,0.521,0.360
F51125,0.096,0.800,1.778,1.760,2.399,0.651,0.580,0.400,0.700,6.954,85.000,0.787,2.171,7.000,3.500,0.787,2.171,3.500,0.787,2.171,7.000,3.500,1.600,1.584,2.159,0.586,0.522,0.360
F51131,0.096,0.800,1.636,1.628,2.333,0.597,0.543,0.400,0.700,6.517,85.000,0.950,2.257,7.000,3.500,0.950,2.257,3.500,0.950,2.257,7.000,3.500,1.472,1.465,2.100,0.538,0.489,0.360
F51137,0.098,0.800,1.936,1.921,2.484,0.854,0.690,0.400,0.700,8.276,85.000,0.489,2.099,7.000,3.500,0.489,2.099,3.500,0.489,2.099,7.000,3.500,1.743,1.729,2.235,0.769,0.621,0.360
F51139,0.104,0.800,4.854,4.834,2.618,3.950,1.089,0.400,0.700,13.081,85.000,0.431,1.905,7.000,3.500,0.431,1.905,3.500,0.431,1.905,7.000,3.500,4.369,4.351,2.356,3.555,0.980,0.360
F51145,0.098,0.800,1.994,1.976,2.495,0.862,0.701,0.400,0.700,8.407,85.000,0.940,2.151,7.000,3.500,0.940,2.151,3.500,0.940,2.151,7.000,3.500,1.795,1.779,2.246,0.776,0.631,0.360
F51147,0.097,0.800,1.999,1.979,2.273,0.791,0.663,0.400,0.700,7.955,85.000,0.882,2.110,7.000,3.500,0.882,2.110,3.500,0.882,2.110,7.000,3.500,1.799,1.781,2.046,0.712,0.597,0.360
F51149,0.103,0.800,2.256,2.251,2.482,0.868,0.697,0.400,0.700,8.369,85.000,0.785,2.273,7.000,3.500,0.785,2.273,3.500,0.785,2.273,7.000,3.500,2.030,2.026,2.234,0.781,0.627,0.360
F51153,0.102,0.800,2.104,2.093,2.646,0.957,0.723,0.400,0.700,8.676,85.000,0.586,2.023,7.000,3.500,0.586,2.023,3.500,0.586,2.023,7.000,3.500,1.893,1.884,2.381,0.861,0.651,0.360
F51157,0.099,0.800,1.803,1.786,2.509,0.696,0.599,0.400,0.700,7.191,85.000,0.649,2.079,7.000,3.500,0.649,2.079,3.500,0.649,2.079,7.000,3.500,1.622,1.607,2.258,0.626,0.539,0.360
F51159,0.100,0.800,1.830,1.831,2.161,0.730,0.602,0.400,0.700,7.220,85.000,0.770,2.162,7.000,3.500,0.770,2.162,3.500,0.770,2.162,7.000,3.500,1.647,1.648,1.945,0.657,0.542,0.360
F51161,0.095,0.800,2.628,2.608,2.350,1.430,0.704,0.400,0.700,8.445,85.000,0.699,1.897,7.000,3.500,0.699,1.897,3.500,0.699,1.897,7.000,3.500,2.365,2.347,2.115,1.287,0.633,0.360
F51163,0.094,0.800,2.455,2.435,2.349,0.625,0.575,0.400,0.700,6.901,85.000,0.639,2.003,7.000,3.500,0.639,2.003,3.500,0.639,2.003,7.000,3.500,2.209,2.192,2.114,0.562,0.518,0.360
F51165,0.106,0.800,4.581,4.565,2.793,4.171,1.162,0.400,0.700,13.961,85.000,0.564,1.913,7.000,3.500,0.564,1.913,3.500,0.564,1.913,7.000,3.500,4.123,4.108,2.514,3.754,1.046,0.360
F51171,0.100,0.800,3.141,3.126,2.574,1.765,0.740,0.400,0.700,8.882,85.000,0.632,1.879,7.000,3.500,0.632,1.879,3.500,0.632,1.879,7.000,3.500,2.827,2.813,2.317,1.588,0.666,0.360
F51177,0.099,0.800,1.880,1.867,2.440,0.702,0.727,0.400,0.700,8.720,85.000,0.580,2.071,7.000,3.500,0.580,2.071,3.500,0.580,2.071,7.000,3.500,1.692,1.681,2.196,0.632,0.654,0.360
F51179,0.101,0.800,1.935,1.927,2.542,1.331,0.682,0.400,0.700,8.189,85.000,0.552,2.072,7.000,3.500,0.552,2.072,3.500,0.552,2.072,7.000,3.500,1.742,1.735,2.288,1.198,0.614,0.360
F51181,0.098,0.800,2.135,2.127,2.209,0.696,5.190,0.400,0.700,62.325,85.000,0.852,2.338,7.000,3.500,0.852,2.338,3.500,0.852,2.338,7.000,3.500,1.921,1.914,1.988,0.627,4.671,0.360
F51187,0.098,0.800,2.770,2.753,2.475,0.714,0.587,0.400,0.700,7.042,85.000,0.366,1.819,7.000,3.500,0.366,1.819,3.500,0.366,1.819,7.000,3.500,2.493,2.477,2.227,0.643,0.528,0.360
F51193,0.099,0.800,1.932,1.921,2.318,0.590,0.591,0.400,0.700,7.090,85.000,0.784,2.160,7.000,3.500,0.784,2.160,3.500,0.784,2.160,7.000,3.500,1.738,1.729,2.086,0.531,0.532,0.360
F51199,0.100,0.800,2.107,2.104,2.389,1.977,1.049,0.400,0.700,12.595,85.000,0.838,2.348,7.000,3.500,0.838,2.348,3.500,0.838,2.348,7.000,3.500,1.896,1.894,2.150,1.779,0.945,0.360
F51510,0.106,0.800,2.004,1.992,2.265,0.861,0.551,0.400,0.700,6.610,85.000,0.572,2.202,7.000,3.500,0.572,2.202,3.500,0.572,2.202,7.000,3.500,1.804,1.793,2.038,0.775,0.496,0.360
F51530,0.093,0.800,1.780,1.759,2.339,0.602,0.440,0.400,0.700,5.274,85.000,0.514,2.035,7.000,3.500,0.514,2.035,3.500,0.514,2.035,7.000,3.500,1.602,1.583,2.105,0.542,0.396,0.360
F51540,0.099,0.800,1.805,1.788,2.109,0.704,0.485,0.400,0.700,5.816,85.000,1.065,2.371,7.000,3.500,1.065,2.371,3.500,1.065,2.371,7.000,3.500,1.625,1.609,1.898,0.633,0.436,0.360
F51550,0.099,0.800,1.640,1.640,2.523,0.778,0.844,0.400,0.700,10.133,85.000,0.810,2.354,7.000,3.500,0.810,2.354,3.500,0.810,2.354,7.000,3.500,1.476,1.476,2.271,0.700,0.760,0.360
F51580,0.094,0.800,1.808,1.786,2.371,0.619,0.447,0.400,0.700,5.363,85.000,0.771,1.862,7.000,3.500,0.771,1.862,3.500,0.771,1.862,7.000,3.500,1.627,1.608,2.134,0.557,0.403,0.360
F51630,0.102,0.800,1.900,1.883,2.220,0.763,0.511,0.400,0.700,6.127,85.000,0.892,2.189,7.000,3.500,0.892,2.189,3.500,0.892,2.189,7.000,3.500,1.710,1.695,1.998,0.687,0.460,0.360
F51650,0.091,0.800,1.560,1.546,1.736,0.580,0.428,0.400,0.700,5.130,85.000,0.773,2.258,7.000,3.500,0.773,2.258,3.500,0.773,2.258,7.000,3.500,1.404,1.391,1.562,0.522,0.385,0.360
F51660,0.107,0.800,2.215,2.194,2.851,0.874,0.559,0.400,0.700,6.705,85.000,0.624,1.972,7.000,3.500,0.624,1.972,3.500,0.624,1.972,7.000,3.500,1.993,1.975,2.566,0.786,0.503,0.360
F51670,0.117,0.800,2.512,2.502,2.873,1.183,0.692,0.400,0.700,8.311,85.000,0.760,2.409,7.000,3.500,0.760,2.409,3.500,0.760,2.409,7.000,3.500,2.261,2.252,2.586,1.065,0.622,0.360
F51700,0.100,0.800,1.792,1.779,2.012,0.727,0.492,0.400,0.700,5.902,85.000,0.806,2.340,7.000,3.500,0.806,2.340,3.500,0.806,2.340,7.000,3.500,1.613,1.601,1.810,0.654,0.443,0.360
F51710,0.103,0.800,1.903,1.891,2.145,0.798,0.523,0.400,0.700,6.273,85.000,0.821,2.407,7.000,3.500,0.821,2.407,3.500,0.821,2.407,7.000,3.500,1.713,1.702,1.930,0.718,0.471,0.360
F51730,0.102,0.800,1.849,1.836,2.080,0.763,0.508,0.400,0.700,6.091,85.000,0.749,2.228,7.000,3.500,0.749,2.228,3.500,0.749,2.228,7.000,3.500,1.664,1.652,1.872,0.687,0.457,0.360
F51735,0.090,0.800,1.514,1.500,1.682,0.551,0.416,0.400,0.700,4.980,85.000,0.761,2.229,7.000,3.500,0.761,2.229,3.500,0.761,2.229,7.000,3.500,1.363,1.350,1.514,0.496,0.374,0.360
F51740,0.104,0.800,1.927,1.914,2.173,0.813,0.529,0.400,0.700,6.353,85.000,0.821,2.423,7.000,3.500,0.821,2.423,3.500,0.821,2.423,7.000,3.500,1.734,1.723,1.956,0.731,0.476,0.360
F51760,0.105,0.800,1.969,1.956,2.223,0.839,0.541,0.400,0.700,6.492,85.000,0.844,2.197,7.000,3.500,0.844,2.197,3.500,0.844,2.197,7.000,3.500,1.772,1.761,2.001,0.755,0.487,0.360
F51790,0.098,0.800,1.924,1.903,2.509,0.692,0.479,0.400,0.700,5.748,85.000,0.816,2.005,7.000,3.500,0.816,2.005,3.500,0.816,2.005,7.000,3.500,1.732,1.713,2.258,0.623,0.431,0.360
F51800,0.098,0.800,1.895,1.886,2.208,0.688,0.636,0.400,0.700,7.633,85.000,1.097,2.345,7.000,3.500,1.097,2.345,3.500,1.097,2.345,7.000,3.500,1.706,1.698,1.987,0.619,0.573,0.360
F51810,0.097,0.800,1.732,1.732,2.341,0.731,0.784,0.400,0.700,9.411,85.000,0.811,2.351,7.000,3.500,0.811,2.351,3.500,0.811,2.351,7.000,3.500,1.559,1.558,2.107,0.658,0.706,0.360
F51820,0.100,0.800,1.973,1.952,2.565,0.722,0.492,0.400,0.700,5.906,85.000,0.885,2.348,7.000,3.500,0.885,2.348,3.500,0.885,2.348,7.000,3.500,1.776,1.756,2.309,0.650,0.443,0.360
F51830,0.099,0.800,1.773,1.760,1.990,0.715,0.487,0.400,0.700,5.840,85.000,0.871,2.376,7.000,3.500,0.871,2.376,3.500,0.871,2.376,7.000,3.500,1.596,1.584,1.791,0.644,0.438,0.360
F54003,0.100,0.800,2.017,1.999,2.581,0.924,0.585,0.400,0.700,7.015,85.000,0.718,1.940,7.000,3.500,0.718,1.940,3.500,0.718,1.940,7.000,3.500,1.815,1.799,2.323,0.831,0.526,0.360
