TABLE->,HYDR-PARM2,HYDR-PARM2,HYDR-PARM2,HYDR-PARM2,HYDR-PARM2,HYDR-PARM2,HYDR-INIT,HYDR-INIT,HYDR-INIT,HYDR-INIT,HYDR-INIT,HYDR-INIT,HYDR-INIT,HYDR-INIT,HYDR-INIT,HYDR-INIT,HYDR-INIT
SL3_2260_2050,1,13.61,95.12,NA,0.5,NA,390.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL2_1810_2030,1,39.83,537.92,NA,0.5,NA,835.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL2_1670_1880,1,50.92,798.68,NA,0.5,NA,1029.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL1_1790_1840,1,33.94,305.04,NA,0.5,NA,746.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL4_2140_2240,1,6.5,16.4,NA,0.5,NA,319.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL1_1730_1700,1,16.38,636.32,NA,0.5,NA,143.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL4_2240_2310,1,17.16,57.4,NA,0.5,NA,1163.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL3_1710_1740,1,58.46,1161.12,NA,0.5,NA,1999.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL3_1740_1840,1,19.07,91.84,NA,0.5,NA,769.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL1_1700_1780,1,19.45,186.96,NA,0.5,NA,352.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL3_1840_1880,1,1.57,14.76,NA,0.5,NA,85.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW1_1450_1510,1,7.85,229.6,NA,0.5,NA,65.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW1_1510_1680,1,17.95,75.44,NA,0.5,NA,277.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SJ6_2130_2050,1,16.13,36.08,NA,0.5,NA,3751.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW7_1640_1680,1,3.95,3.28,NA,0.5,NA,1589.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW7_1680_1760,1,5.23,6.56,NA,0.5,NA,2136.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SU8_1530_1760,1,13.04,18.04,NA,0.5,NA,7821.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL8_1760_1780,1,4,3.28,NA,0.5,NA,3520.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL8_1780_1880,1,8.46,11.48,NA,0.5,NA,7495.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL8_1880_2030,1,13.84,18.04,NA,0.5,NA,12707.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL8_2030_2080,1,8.21,14.76,NA,0.5,NA,7598.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL8_2080_2050,1,15.71,37.72,NA,0.5,NA,14681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL9_2050_2270,1,14.74,41,NA,0.5,NA,15863.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL9_2270_2380,1,5.38,6.56,NA,0.5,NA,6337.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL9_2380_2310,1,11.13,9.84,NA,0.5,NA,13213.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL9_2310_2430,1,5.11,21.32,NA,0.5,NA,6191.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL9_2430_2490,1,7.11,14.76,NA,0.5,NA,8757.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL9_2490_2520,1,6.64,14.76,NA,0.5,NA,8252.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL9_2520_2700,1,10,2,NA,0.5,NA,8252.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL9_2700_2720,1,10,2,NA,0.5,NA,8252.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL9_2720_0001,1,10,2,NA,0.5,NA,321664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE0_3791_0001,1,12.3,59.04,NA,0.5,NA,93.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE0_4141_0001,1,7.82,45.92,NA,0.5,NA,44.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE0_4231_0001,1,2.58,16.4,NA,0.5,NA,5.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EL0_5400_0001,1,7.1,36.08,NA,0.5,NA,60.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EL1_5150_0001,1,7.27,36.08,NA,0.5,NA,35.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EL1_5570_0001,1,15.04,26.24,NA,0.5,NA,175.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EL1_6000_0001,1,9.07,22.96,NA,0.5,NA,48.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EL2_4400_4590,1,12.3,32.8,NA,0.5,NA,118.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EL2_4590_0001,1,12.31,26.24,NA,0.5,NA,237.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EL2_5110_5270,1,7.76,16.4,NA,0.5,NA,85.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EL2_5270_0001,1,19.17,16.4,NA,0.5,NA,457.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM2_4100_0001,1,16.54,55.76,NA,0.5,NA,259.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EU0_3830_0001,1,8.94,55.76,NA,0.5,NA,50.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EU1_2650_0001,1,22.73,406.72,NA,0.5,NA,251.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EU1_2810_0001,1,12.42,357.52,NA,0.5,NA,142.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EU2_3520_0001,1,12.17,52.48,NA,0.5,NA,190.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JA0_7291_7290,1,10,2,NA,0.5,NA,10701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JA2_7290_0001,1,30.87,190.24,NA,0.5,NA,876.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JB0_7051_0001,1,10,2,NA,0.5,NA,23514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JB0_7052_0001,1,10,2,NA,0.5,NA,12473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JB1_8090_0001,1,10,2,NA,0.5,NA,1008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JB2_7800_0001,1,10,2,NA,0.5,NA,8488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JB3_7053_0001,1,10,2,NA,0.5,NA,6095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL0_5141_5140,1,10,2,NA,0.5,NA,13000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2_4970_5250,1,31.55,236.16,NA,0.5,NA,938.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL0_5510_0001,1,10.4,98.4,NA,0.5,NA,96.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL0_5530_5710,1,5.88,82,NA,0.5,NA,22.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL0_5490_0001,1,9.23,236.16,NA,0.5,NA,62.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL0_5710_0001,1,2.15,39.36,NA,0.5,NA,9.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL0_5720_0001,1,5.99,72.16,NA,0.5,NA,27.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL0_5730_5690,1,10.29,124.64,NA,0.5,NA,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL0_5750_0001,1,6.8,78.72,NA,0.5,NA,36.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL0_5830_0001,1,6.18,52.48,NA,0.5,NA,44.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1_4780_0001,1,9.17,147.6,NA,0.5,NA,134.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1_5130_0001,1,13.81,186.96,NA,0.5,NA,146.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1_5690_0001,1,2.69,101.68,NA,0.5,NA,30.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1_5910_0001,1,5.48,82,NA,0.5,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2_5140_5360,1,15.99,85.28,NA,0.5,NA,365.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2_5470_5360,1,16.84,62.32,NA,0.5,NA,503.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2_5300_5630,1,15.79,147.6,NA,0.5,NA,218.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL3_5360_5250,1,12.9,26.24,NA,0.5,NA,616.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2_5630_0001,1,3.76,19.68,NA,0.5,NA,55.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL3_5250_0001,1,10,2,NA,0.5,NA,12175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RL0_6540_0001,1,7.52,39.36,NA,0.5,NA,51.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RL1_6180_0001,1,9.14,52.48,NA,0.5,NA,86.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL2_2480_0001,1,42.81,560.88,NA,0.5,NA,1350.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL2_2910_3060,1,23.26,518.24,NA,0.5,NA,398.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL2_3060_0001,1,22.05,249.28,NA,0.5,NA,593.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WM0_3650_0001,1,5.36,242.72,NA,0.5,NA,63.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WM0_3740_0001,1,9.89,275.52,NA,0.5,NA,72.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WM1_3910_0001,1,12.22,354.24,NA,0.5,NA,157.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WM3_4060_0001,1,18.71,265.68,NA,0.5,NA,904.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WU0_3250_0001,1,13.63,442.8,NA,0.5,NA,83.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WU0_3670_0001,1,6.4,190.24,NA,0.5,NA,30.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WU1_3240_3331,1,13.3,390.32,NA,0.5,NA,106.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WU1_3331_3330,1,4.46,147.6,NA,0.5,NA,14.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WU1_3330_0001,1,6.51,78.72,NA,0.5,NA,77.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WU1_3350_3490,1,14.98,311.6,NA,0.5,NA,181.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WU1_3482_0001,1,24.17,485.44,NA,0.5,NA,286.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WU1_3490_3480,1,4.08,65.6,NA,0.5,NA,64.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WU2_3320_3480,1,4.76,42.64,NA,0.5,NA,137.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WU3_3480_3481,1,10,2,NA,0.5,NA,75558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WU3_3481_0001,1,13.37,170.56,NA,0.5,NA,1803.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YL2_6580_0001,1,29.03,104.96,NA,0.5,NA,578.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YP0_6860_6840,1,11.87,104.96,NA,0.5,NA,77.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YP0_6840_0001,1,4.21,36.08,NA,0.5,NA,30.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL0_5000_0001,1,8.73,246,NA,0.5,NA,69.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL0_4510_0001,1,19.54,357.52,NA,0.5,NA,204.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JB3_6820_7053,1,36.82,160.72,NA,0.5,NA,1058.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM2_3980_0001,1,16.81,45.92,NA,0.5,NA,293.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EL1_5430_0001,1,11.25,26.24,NA,0.5,NA,107.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EL0_4560_4562,1,9.49,29.52,NA,0.5,NA,84.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EL0_4561_4562,1,6.32,19.68,NA,0.5,NA,46.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EL0_4562_0001,1,3.45,19.68,NA,0.5,NA,47.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WU0_3021_3020,1,10,2,NA,0.5,NA,17054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WU2_3020_3320,1,12.52,216.48,NA,0.5,NA,320.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WM0_3881_3880,1,10,2,NA,0.5,NA,133724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WM1_3882_3880,1,21.4,403.44,NA,0.5,NA,340.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WM3_3880_4060,1,9.58,52.48,NA,0.5,NA,381.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WM1_3660_3910,1,9.91,160.72,NA,0.5,NA,75.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1_5370_5470,1,20.76,396.88,NA,0.5,NA,352.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1_5230_0001,1,18.11,157.44,NA,0.5,NA,197.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1_4540_0001,1,15.87,364.08,NA,0.5,NA,210.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1_4460_4780,1,22.32,291.92,NA,0.5,NA,278.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL0_5540_5490,1,2.96,45.92,NA,0.5,NA,8.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL0_5070_0001,1,14.51,216.48,NA,0.5,NA,125.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL0_5010_5130,1,8,114.8,NA,0.5,NA,48.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XL1_4690_0001,1,18.77,114.8,NA,0.5,NA,286.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XL0_5320_0001,1,2.42,22.96,NA,0.5,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL1_7170_6800,1,18.82,183.68,NA,0.5,NA,286.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL3_7020_7100,1,51.11,413.28,NA,0.5,NA,1996.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL2_6240_6520,1,24.92,587.12,NA,0.5,NA,689.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL2_7110_7120,1,37.54,354.24,NA,0.5,NA,1252.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL1_6560_6440,1,17.01,249.28,NA,0.5,NA,293.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL1_6760_6910,1,25.37,567.44,NA,0.5,NA,506.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL2_7120_6970,1,3.25,108.24,NA,0.5,NA,115.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL2_6440_6441,1,8.29,32.8,NA,0.5,NA,245.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL2_6441_6520,1,10,2,NA,0.5,NA,5480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL1_6770_6850,1,12.77,482.16,NA,0.5,NA,216.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL1_6910_6960,1,8.86,124.64,NA,0.5,NA,202.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL1_7080_7190,1,16.59,1951.6,NA,0.5,NA,130.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL4_6520_6710,1,26.83,52.48,NA,0.5,NA,2115.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL2_6850_6890,1,24.09,285.36,NA,0.5,NA,860.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL1_7530_7430,1,16.87,305.04,NA,0.5,NA,201.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL4_6710_6740,1,14,95.12,NA,0.5,NA,1186.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL2_7240_7350,1,32.83,2302.56,NA,0.5,NA,783.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL1_6940_7200,1,23.25,1945.04,NA,0.5,NA,310.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU2_7180_7380,1,23.27,1164.4,NA,0.5,NA,414.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL1_7190_7250,1,5.98,13.12,NA,0.5,NA,64.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL2_7350_7090,1,2.3,19.68,NA,0.5,NA,57.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL1_7200_7250,1,4.19,52.48,NA,0.5,NA,62.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU1_7750_7560,1,17.85,534.64,NA,0.5,NA,108.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU1_6880_7260,1,27.63,1439.92,NA,0.5,NA,447.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL2_7250_7090,1,7.74,137.76,NA,0.5,NA,233.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL3_7090_7150,1,7.89,85.28,NA,0.5,NA,420.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU2_6410_6640,1,39.83,1462.88,NA,0.5,NA,739.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU1_7630_7490,1,32.47,1233.28,NA,0.5,NA,476.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU3_6640_6790,1,10.33,318.16,NA,0.5,NA,374.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU3_6790_7260,1,22.78,232.88,NA,0.5,NA,1199.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU1_7560_7500,1,23.85,423.12,NA,0.5,NA,378.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU1_6300_6650,1,25.26,970.88,NA,0.5,NA,385.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU4_7260_7380,1,12.37,137.76,NA,0.5,NA,805.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU1_7690_7490,1,31.17,793.76,NA,0.5,NA,481.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU2_7450_7360,1,42.12,1125.04,NA,0.5,NA,843.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU1_6340_6650,1,19.86,633.04,NA,0.5,NA,226.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU4_7380_7160,1,5.07,59.04,NA,0.5,NA,385.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU3_7490_7400,1,34.8,249.28,NA,0.5,NA,1261.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU3_7400_7510,1,12.64,45.92,NA,0.5,NA,504.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU3_6650_7300,1,59.08,583.84,NA,0.5,NA,2809.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU2_7140_7330,1,33.04,1000.4,NA,0.5,NA,704.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU2_7360_7000,1,6.45,101.68,NA,0.5,NA,142.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU1_6290_6590,1,20.74,1006.96,NA,0.5,NA,196.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU3_6380_6900,1,41.14,1088.96,NA,0.5,NA,835.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU1_6590_6600,1,5.64,216.48,NA,0.5,NA,65.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU2_6600_6810,1,12.18,232.88,NA,0.5,NA,217.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU2_6810_6900,1,5.13,75.44,NA,0.5,NA,95.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU3_6900_6950,1,10,2,NA,0.5,NA,108995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU3_6950_7330,1,17.56,164,NA,0.5,NA,805.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU4_7330_7000,1,4.91,62.32,NA,0.5,NA,294.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU4_7000_7300,1,17.85,164,NA,0.5,NA,1440.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU5_7300_7510,1,16.34,78.72,NA,0.5,NA,1921.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU5_7510_7500,1,5.52,68.88,NA,0.5,NA,784.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU5_7500_7420,1,18.66,65.6,NA,0.5,NA,2906.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JU5_7420_7160,1,24.56,134.48,NA,0.5,NA,4031.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL6_7160_7440,1,17.48,101.68,NA,0.5,NA,4464.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL6_7440_7430,1,39.15,177.12,NA,0.5,NA,10721.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL6_7430_7320,1,7.05,19.68,NA,0.5,NA,1976.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL6_7320_7150,1,10.78,49.2,NA,0.5,NA,3065.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL6_7150_6890,1,20.17,36.08,NA,0.5,NA,6301.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL6_6890_6990,1,13.13,29.52,NA,0.5,NA,4352.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL6_6990_6960,1,7.75,36.08,NA,0.5,NA,2577.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL6_6960_6970,1,5.2,32.8,NA,0.5,NA,1777.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL6_6970_6740,1,13.54,22.96,NA,0.5,NA,4852.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL6_6740_7100,1,8.47,13.12,NA,0.5,NA,3436.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL7_7100_7030,1,2,3.28,NA,0.5,NA,840.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL7_7030_6800,1,8.21,9.84,NA,0.5,NA,3474.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL7_6800_7070,1,36.43,45.92,NA,0.5,NA,16233.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JL7_7070_0001,1,8.85,91.84,NA,0.5,NA,3959.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM0_4640_4820,1,9.27,252.56,NA,0.5,NA,58.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM1_4250_4500,1,18.76,285.36,NA,0.5,NA,340.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM2_4860_4670,1,21.19,416.56,NA,0.5,NA,348.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM1_4500_4580,1,5.73,36.08,NA,0.5,NA,124.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM1_3710_4040,1,20.16,410,NA,0.5,NA,330.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM3_4670_4660,1,17.72,141.04,NA,0.5,NA,791.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM1_4430_4200,1,28.32,467.4,NA,0.5,NA,477.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM1_3120_3400,1,27.57,360.8,NA,0.5,NA,522.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM3_4660_4620,1,11.95,67.24,NA,0.5,NA,599.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM2_2860_3040,1,31.83,675.68,NA,0.5,NA,863.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM1_3510_4000,1,19.79,856.08,NA,0.5,NA,261.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS1_4790_4830,1,25.44,941.36,NA,0.5,NA,365.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM1_3450_3400,1,18.91,219.76,NA,0.5,NA,294.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM1_4000_4290,1,15.46,180.4,NA,0.5,NA,253.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU0_3000_3090,1,15.03,777.36,NA,0.5,NA,201.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM2_3400_3340,1,1.6,3.28,NA,0.5,NA,47.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM3_3040_3340,1,9.58,9.84,NA,0.5,NA,415.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS2_6730_6660,1,24.55,380.48,NA,0.5,NA,419.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU0_3751_3752,1,9.48,262.4,NA,0.5,NA,39.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_3090_4050,1,34.32,229.6,NA,0.5,NA,1095.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM4_3340_3341,1,16.93,108.24,NA,0.5,NA,1533.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM4_3341_4040,1,5.84,16.4,NA,0.5,NA,923.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM4_4040_4410,1,18.22,44.28,NA,0.5,NA,1845.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS2_5550_5560,1,23.48,1069.28,NA,0.5,NA,595.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS1_4830_5080,1,11.54,223.04,NA,0.5,NA,233.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_4730_4220,1,17.3,226.32,NA,0.5,NA,160.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PU2_4050_4180,1,4.99,55.76,NA,0.5,NA,164.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
