land,for,hvf,pas,npa,urs,trp,alf,nal,hyw,nhy,hyo,hom,nho,hwm,nhi,lwm,nlo,rpd,npd,cpd,rex,nex,cex,rcn,ccn,afo,cfo,rid,nid,cid
A51121,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51125,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51127,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51131,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51133,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51135,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51137,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51139,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51141,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51143,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51145,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51147,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51149,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51153,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51155,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51157,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51159,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51161,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51163,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51165,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51167,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51169,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51171,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51173,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51175,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51177,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51179,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51181,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51183,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51185,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51187,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51191,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51193,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51195,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51197,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51199,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51510,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51515,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51520,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51530,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51540,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51550,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51570,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51580,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51590,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51595,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51600,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51610,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51620,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51630,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51640,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51650,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51660,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51670,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51678,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51680,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51683,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51685,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51690,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51700,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51710,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51720,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51730,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51735,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51740,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51750,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51760,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51770,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51775,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51790,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51800,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51810,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51820,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51830,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A51840,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A54003,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A54023,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A54027,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A54031,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A54037,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A54057,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A54063,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A54065,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
A54071,Q,Q,FMVTUR,FMVTUR,FVQ,MVQ,FMVTUR,FMVTUR,FMVLTUR,FMVLTUR,VTU,FVPLTUR,FVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FMVPLTUR,FVQ,FVQ,FVQ,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
