TABLE->,PSTEMP-PARM1,PSTEMP-PARM1,PSTEMP-PARM1,PSTEMP-PARM1,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,PSTEMP-TEMPS,PSTEMP-TEMPS,PSTEMP-TEMPS,PSTEMP-TEMPS
A42099,1,1,1,1,0,1,0,0,0,0,29.6,31.2,35.07,40.91,45.96,50.49,52.63,51.66,47.67,41.94,36.89,31.69,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,27.68,30.56,37.53,48.04,57.12,65.29,69.13,67.38,60.2,49.89,40.79,31.45,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A42105,1,1,1,1,0,1,0,0,0,0,26.43,27.65,31.46,37.73,43.31,47.34,49.29,48.56,44.71,39.14,34.02,28.56,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,21.98,24.16,31.02,42.32,52.36,59.62,63.13,61.81,54.87,44.85,35.63,25.81,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A42107,1,1,1,1,0,1,0,0,0,0,28.42,29.89,33.96,39.69,44.87,49.33,51.46,50.58,46.53,40.73,35.88,30.62,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,25.56,28.2,35.53,45.83,55.17,63.19,67.03,65.45,58.15,47.72,38.98,29.52,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A42109,1,1,1,1,0,1,0,0,0,0,29.08,30.72,34.66,40.71,45.86,50.34,52.34,51.41,47.34,41.55,36.36,31.16,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26.75,29.7,36.79,47.67,56.94,65,68.61,66.93,59.62,49.18,39.85,30.48,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A42111,1,1,1,1,0,1,0,0,0,0,28.64,30.22,33.86,39.76,44.37,48.57,50.59,49.7,46.01,40.53,35.6,30.42,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,25.95,28.8,35.35,45.97,54.26,61.83,65.46,63.85,57.21,47.36,38.48,29.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A42113,1,1,1,1,0,1,0,0,0,0,27.13,28.47,32.51,38.38,43.73,48,50.01,49.1,45.14,39.69,34.86,29.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,23.24,25.65,32.93,43.48,53.11,60.8,64.43,62.77,55.65,45.85,37.14,27.46,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A42115,1,1,1,1,0,1,0,0,0,0,26.71,28.02,32.1,38.29,43.89,48.37,50.34,49.57,45.48,39.74,34.57,29.19,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,22.47,24.84,32.19,43.32,53.41,61.47,65.01,63.62,56.26,45.93,36.63,26.95,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A42117,1,1,1,1,0,1,0,0,0,0,26.71,28.02,31.76,37.96,43.56,47.79,49.73,48.96,44.95,39.35,34.32,28.97,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,22.48,24.84,31.56,42.73,52.81,60.43,63.91,62.52,55.32,45.23,36.18,26.54,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A42119,1,1,1,1,0,1,0,0,0,0,28.32,29.86,33.86,39.93,45.12,49.47,51.44,50.53,46.51,40.82,35.67,30.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,25.38,28.14,35.34,46.28,55.61,63.44,66.99,65.35,58.11,47.88,38.61,29.13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A42127,1,1,1,1,0,1,0,0,0,0,25.95,27.27,31.36,37.58,43.31,47.51,49.48,48.7,44.68,39.09,33.91,28.37,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,21.11,23.48,30.85,42.04,52.36,59.93,63.46,62.06,54.83,44.76,35.43,25.46,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A42131,1,1,1,1,0,1,0,0,0,0,27.8,29.2,33.19,39.3,44.75,49.26,51.28,50.46,46.29,40.53,35.46,30.21,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,24.43,26.95,34.14,45.14,54.94,63.07,66.71,65.22,57.73,47.35,38.23,28.78,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A42133,1,1,1,1,0,1,0,0,0,0,30.21,31.95,35.87,41.25,46.37,50.94,52.85,51.86,47.77,41.89,36.92,31.89,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,28.77,31.9,38.96,48.64,57.86,66.1,69.54,67.75,60.39,49.81,40.86,31.79,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A47091,1,1,1,1,0,1,0,0,0,0,31.02,32.94,36.33,40.55,44.9,48.68,50.42,49.64,46.36,41.01,36.63,32.16,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.24,33.69,39.79,47.39,55.21,62.02,65.16,63.75,57.85,48.22,40.34,32.29,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A47163,1,1,1,1,0,1,0,0,0,0,33.13,35.27,38.96,43.45,47.76,51.61,53.3,52.53,49.25,43.77,38.94,34.26,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.03,37.88,44.52,52.61,60.36,67.3,70.34,68.96,63.05,53.19,44.49,36.08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51001,1,1,1,1,0,1,0,0,0,0,34.7,35.91,39.16,43.98,48.55,53.05,55.36,54.34,51.25,45.75,41.13,36.35,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.86,39.04,44.88,53.56,61.79,69.89,74.05,72.21,66.65,56.75,48.43,39.82,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51003,1,1,1,1,0,1,0,0,0,0,33.26,35.15,38.69,44.18,48.32,52.65,54.58,53.44,49.86,44.18,39.38,34.62,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.27,37.68,44.04,53.92,61.37,69.16,72.65,70.59,64.15,53.93,45.28,36.71,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51005,1,1,1,1,0,1,0,0,0,0,31.39,33.27,36.75,41.77,46.21,50.2,52.07,51.25,47.6,42.11,37.2,32.56,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.91,34.28,40.56,49.59,57.58,64.76,68.13,66.66,60.08,50.2,41.36,33.01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51007,1,1,1,1,0,1,0,0,0,0,33.79,35.55,39.07,44.17,48.58,52.92,55.08,53.92,50.29,44.51,39.78,35.17,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.22,38.39,44.72,53.9,61.84,69.66,73.54,71.45,64.92,54.51,46,37.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51009,1,1,1,1,0,1,0,0,0,0,33.5,35.29,38.82,43.99,48.13,52.39,54.4,53.44,49.82,44.19,39.25,34.67,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.71,37.92,44.27,53.58,61.03,68.71,72.32,70.59,64.07,53.93,45.05,36.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51011,1,1,1,1,0,1,0,0,0,0,33.54,35.38,38.92,44.13,48.32,52.68,54.65,53.62,50.04,44.31,39.39,34.81,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.78,38.08,44.46,53.84,61.37,69.22,72.77,70.92,64.46,54.16,45.3,37.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51013,1,1,1,1,0,1,0,0,0,0,32.78,34.65,38.3,43.61,48.29,52.87,55.03,54.06,50.21,44.18,39.23,34.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.4,36.77,43.35,52.9,61.32,69.56,73.46,71.7,64.77,53.93,45.02,36.39,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51015,1,1,1,1,0,1,0,0,0,0,32.1,33.86,37.33,42.44,46.84,51.09,53.04,52.09,48.44,42.8,38.1,33.32,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.19,35.35,41.59,50.79,58.71,66.36,69.87,68.16,61.6,51.45,42.98,34.38,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51017,1,1,1,1,0,1,0,0,0,0,29.88,31.77,35.24,40.36,44.95,49.07,50.91,50.09,46.43,40.85,35.93,31.22,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,28.18,31.58,37.82,47.04,55.31,62.72,66.04,64.56,57.97,47.93,39.07,30.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51019,1,1,1,1,0,1,0,0,0,0,33.69,35.17,38.82,43.4,47.36,51.37,53.29,52.47,48.86,43.88,39.29,34.77,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.04,37.7,44.27,52.52,59.65,66.87,70.32,68.85,62.35,53.38,45.13,36.98,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51021,1,1,1,1,0,1,0,0,0,0,31.26,33.02,36.44,41.04,45.36,49.24,51.09,50.26,46.85,41.54,36.97,32.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.67,33.84,39.98,48.27,56.04,63.03,66.37,64.86,58.73,49.18,40.95,32.72,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51023,1,1,1,1,0,1,0,0,0,0,32.85,34.7,38.27,43.34,47.55,51.55,53.44,52.55,48.89,43.42,38.51,33.96,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.53,36.87,43.29,52.41,59.98,67.19,70.59,68.99,62.4,52.55,43.71,35.52,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51025,1,1,1,1,0,1,0,0,0,0,34.43,36.18,39.64,44.55,48.96,53.21,55.24,54.07,50.63,44.94,40.39,35.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.37,39.52,45.76,54.58,62.53,70.18,73.84,71.72,65.53,55.29,47.1,38.85,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51027,1,1,1,1,0,1,0,0,0,0,32.17,34.19,37.85,42.54,46.98,50.89,52.69,51.9,48.58,43.02,38.17,33.37,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.31,35.94,42.52,50.97,58.97,66,69.24,67.83,61.85,51.84,43.11,34.47,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51029,1,1,1,1,0,1,0,0,0,0,33.41,35.22,38.8,44.07,48.34,52.74,54.75,53.67,50.01,44.27,39.32,34.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.54,37.8,44.24,53.73,61.4,69.33,72.95,71.01,64.42,54.08,45.18,36.86,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51031,1,1,1,1,0,1,0,0,0,0,33.45,35.27,38.85,44.03,48.23,52.52,54.46,53.47,49.85,44.08,39.15,34.62,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.61,37.89,44.33,53.65,61.21,68.94,72.42,70.65,64.14,53.75,44.87,36.72,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51033,1,1,1,1,0,1,0,0,0,0,33.58,35.42,39.07,44.31,48.61,53,55.03,53.98,50.43,44.62,39.87,35.04,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.84,38.16,44.73,54.15,61.91,69.8,73.46,71.57,65.17,54.71,46.16,37.48,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51035,1,1,1,1,0,1,0,0,0,0,31.67,33.46,36.79,41.29,45.67,49.52,51.35,50.49,47.06,41.66,37.11,32.67,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.4,34.63,40.62,48.72,56.61,63.53,66.83,65.28,59.11,49.38,41.2,33.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51036,1,1,1,1,0,1,0,0,0,0,35.27,36.97,40.57,45.59,49.85,53.98,55.98,54.83,51.54,45.99,41.36,36.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.89,40.94,47.42,56.45,64.12,71.57,75.17,73.09,67.18,57.18,48.85,40.45,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51037,1,1,1,1,0,1,0,0,0,0,33.62,35.49,39.08,44.14,48.48,52.88,54.89,53.82,50.21,44.32,39.45,34.91,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.91,38.28,44.74,53.86,61.66,69.58,73.2,71.28,64.77,54.18,45.41,37.24,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51041,1,1,1,1,0,1,0,0,0,0,34.55,36.34,39.94,45.03,49.26,53.52,55.6,54.47,51.01,45.29,40.61,35.99,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.59,39.82,46.29,55.45,63.07,70.73,74.47,72.44,66.22,55.91,47.51,39.18,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51043,1,1,1,1,0,1,0,0,0,0,31.7,33.47,36.95,42.57,47.38,52.1,54.2,53.17,49.25,43.38,38.4,33.38,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.46,34.64,40.9,51.02,59.68,68.19,71.97,70.1,63.05,52.48,43.53,34.49,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51045,1,1,1,1,0,1,0,0,0,0,31.59,33.4,36.87,41.76,46.07,50.13,52.05,51.12,47.5,42.08,37.29,32.73,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.26,34.51,40.77,49.57,57.33,64.64,68.08,66.41,59.91,50.14,41.52,33.31,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51047,1,1,1,1,0,1,0,0,0,0,31.97,34.09,37.58,43.55,48.09,52.57,54.61,53.45,49.89,43.63,38.54,33.58,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.94,35.76,42.05,52.79,60.97,69.03,72.7,70.61,64.21,52.93,43.77,34.84,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51049,1,1,1,1,0,1,0,0,0,0,33.45,35.24,38.84,44.06,48.44,52.85,54.92,53.81,50.1,44.28,39.36,34.78,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.6,37.84,44.31,53.71,61.6,69.53,73.25,71.26,64.58,54.11,45.24,37,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51051,1,1,1,1,0,1,0,0,0,0,32.37,34.44,38.11,42.75,47.08,50.91,52.65,51.92,48.66,43.24,38.38,33.62,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.67,36.4,42.99,51.34,59.14,66.04,69.18,67.86,61.99,52.23,43.49,34.91,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51053,1,1,1,1,0,1,0,0,0,0,34.37,36.22,39.72,44.76,49.14,53.37,55.43,54.21,50.77,44.98,40.42,35.78,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.27,39.59,45.9,54.97,62.84,70.46,74.17,71.98,65.78,55.36,47.16,38.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51057,1,1,1,1,0,1,0,0,0,0,34.39,36.08,39.68,44.89,49.28,53.55,55.53,54.43,51.04,45.32,40.67,35.81,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.3,39.34,45.82,55.2,63.1,70.79,74.36,72.38,66.26,55.97,47.6,38.85,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51059,1,1,1,1,0,1,0,0,0,0,32.45,34.29,37.97,43.31,47.88,52.4,54.57,53.63,49.8,43.78,38.87,34.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.82,36.13,42.75,52.36,60.58,68.72,72.62,70.94,64.03,53.21,44.37,35.74,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51061,1,1,1,1,0,1,0,0,0,0,32.58,34.35,37.94,43.58,48.07,52.59,54.82,53.93,50.25,44.46,39.45,34.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.05,36.23,42.69,52.85,60.93,69.06,73.08,71.47,64.86,54.43,45.41,36.48,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51063,1,1,1,1,0,1,0,0,0,0,31.65,33.43,36.75,41.4,45.72,49.59,51.5,50.58,47.13,41.8,37.25,32.72,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.37,34.57,40.56,48.91,56.7,63.67,67.1,65.45,59.23,49.64,41.45,33.29,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51065,1,1,1,1,0,1,0,0,0,0,33.31,35.18,38.79,44.22,48.41,52.78,54.74,53.64,50.02,44.19,39.31,34.61,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.36,37.73,44.22,53.99,61.54,69.41,72.93,70.95,64.43,53.94,45.15,36.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51067,1,1,1,1,0,1,0,0,0,0,33.55,35.34,38.71,43.83,48.11,52.3,54.28,53.26,49.62,44.06,39.25,34.65,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.79,38.01,44.07,53.29,60.99,68.54,72.1,70.26,63.71,53.71,45.04,36.76,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51069,1,1,1,1,0,1,0,0,0,0,31.03,32.75,36.26,41.77,46.55,51.11,53.25,52.21,48.32,42.49,37.67,32.63,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.25,33.34,39.67,49.59,58.2,66.4,70.25,68.38,61.38,50.87,42.2,33.14,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
