River,land,flofor,flohvf,flopas,flours,floafo,flonpa,flotrp,floalf,flohyw,flohyo,flonhy,flonal,flohom,flonho,flohwm,flonhi,flolwm,flonlo,flopul,flopuh,floext,flobar,floiml,floimh,flocss,tn for,tn hvf,tn pas,tn urs,tn afo,tn npa,tn trp,tn alf,tn hyw,tn hyo,tn nhy,tn nal,tn hom,tn nho,tn hwm,tn nhi,tn lwm,tn nlo,tn pul,tn puh,tn ext,tn bar,tn iml,tn imh,tn css,tp for,tp hvf,tp pas,tp urs,tp afo,tp npa,tp trp,tp alf,tp hyw,tp hyo,tp nhy,tp nal,tp hom,tp nho,tp hwm,tp nhi,tp lwm,tp nlo,tp pul,tp puh,tp ext,tp bar,tp iml,tp imh,tp css,sedfor,sedhvf,sedpas,sedurs,sedafo,sednpa,sedtrp,sedalf,sedhyw,sedhyo,sednhy,sednal,sedhom,sednho,sedhwm,sednhi,sedlwm,sednlo,sedpul,sedpuh,sedext,sedbar,sediml,sedimh,sedcss
SJ2_2530_2820,A42013,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.283,0.283,0.284,0.289,0.289,0.284,0.284,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.281,0.281,0.298,0.268,0.281,0.281,0.000
SJ2_2530_2820,A42021,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.204,0.204,0.193,0.194,0.194,0.193,0.193,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.181,0.181,0.193,0.193,0.181,0.181,0.000
SJ2_2530_2820,B42009,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.144,0.144,0.193,0.149,0.149,0.193,0.193,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.166,0.166,0.131,0.204,0.166,0.166,0.000
SJ2_2570_2660,A42009,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.161,0.161,0.175,0.166,0.166,0.175,0.175,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.165,0.165,0.152,0.171,0.165,0.165,0.000
SJ2_2570_2660,A42013,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.103,0.103,0.104,0.102,0.102,0.104,0.104,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.103,0.103,0.105,0.104,0.103,0.103,0.000
SJ2_2570_2660,C42009,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.286,0.286,0.360,0.391,0.391,0.360,0.360,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.402,0.402,0.360,0.360,0.402,0.402,0.000
SJ2_2580_2500,A42057,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.133,0.133,0.232,0.155,0.155,0.232,0.232,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.132,0.132,0.105,0.195,0.132,0.132,0.000
SJ2_2580_2500,A42061,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.143,0.143,0.123,0.148,0.148,0.123,0.123,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.139,0.139,0.145,0.141,0.139,0.139,0.000
SJ2_2580_2500,C42009,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.127,0.127,0.129,0.130,0.130,0.129,0.129,0.130,0.130,0.130,0.130,0.130,0.130,0.130,0.130,0.130,0.130,0.130,0.130,0.130,0.129,0.129,0.130,0.130,0.000
SJ2_2820_2740,A42009,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.160,0.160,0.161,0.176,0.176,0.161,0.161,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.223,0.223,0.200,0.325,0.223,0.223,0.000
SJ2_2900_2740,A42009,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.130,0.130,0.169,0.135,0.135,0.169,0.169,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.203,0.203,0.249,0.130,0.203,0.203,0.000
SJ2_2900_2740,A42111,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.207,0.207,0.196,0.220,0.220,0.196,0.196,0.220,0.220,0.220,0.220,0.220,0.220,0.220,0.220,0.220,0.220,0.220,0.249,0.249,0.147,0.158,0.249,0.249,0.000
SJ2_2900_2740,B42009,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.160,0.160,0.206,0.163,0.163,0.206,0.206,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.192,0.192,0.172,0.267,0.192,0.192,0.000
SJ3_1980_2060,A42027,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.051,0.051,0.050,0.052,0.052,0.050,0.050,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.050,0.050,0.050,0.052,0.050,0.050,0.000
SJ3_1980_2060,A42061,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.103,0.103,0.136,0.103,0.103,0.136,0.136,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.109,0.109,0.095,0.088,0.109,0.109,0.000
SJ3_2040_1980,A42013,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.142,0.142,0.241,0.167,0.167,0.241,0.241,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.228,0.228,0.165,0.245,0.228,0.228,0.000
SJ3_2040_1980,A42021,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.096,0.096,0.096,0.091,0.091,0.096,0.096,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.098,0.098,0.100,0.096,0.098,0.098,0.000
SJ3_2040_1980,A42027,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.080,0.080,0.090,0.079,0.079,0.090,0.090,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.087,0.087,0.083,0.080,0.087,0.087,0.000
SJ3_2040_1980,A42061,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.183,0.183,0.339,0.184,0.184,0.339,0.339,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.218,0.218,0.376,0.575,0.218,0.218,0.000
SJ3_2040_1980,B42027,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.083,0.083,0.079,0.081,0.081,0.079,0.079,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.083,0.083,0.079,0.070,0.083,0.083,0.000
SJ3_2160_2170,A42061,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.187,0.187,0.201,0.193,0.193,0.201,0.201,0.193,0.193,0.193,0.193,0.193,0.193,0.193,0.193,0.193,0.193,0.193,0.199,0.199,0.192,0.182,0.199,0.199,0.000
SJ3_2160_2170,A42067,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.189,0.189,0.173,0.223,0.223,0.173,0.173,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.211,0.211,0.172,0.152,0.211,0.211,0.000
SJ3_2160_2170,A42099,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.151,0.151,0.159,0.166,0.166,0.159,0.159,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.150,0.150,0.157,0.159,0.150,0.150,0.000
SJ3_2160_2170,B42055,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.122,0.122,0.116,0.119,0.119,0.116,0.116,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.121,0.121,0.143,0.124,0.121,0.121,0.000
SJ3_2170_1970,A42067,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.155,0.155,0.353,0.187,0.187,0.353,0.353,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.186,0.186,0.224,0.138,0.186,0.186,0.000
SJ3_2230_2060,A42009,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.036,0.036,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.000
SJ3_2230_2060,A42013,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.105,0.105,0.180,0.087,0.087,0.180,0.180,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.081,0.081,0.068,0.117,0.081,0.081,0.000
SJ3_2230_2060,A42061,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.219,0.219,0.211,0.239,0.239,0.211,0.211,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.263,0.263,0.277,0.453,0.263,0.263,0.000
SJ3_2250_2230,A42009,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.183,0.183,0.156,0.187,0.187,0.156,0.156,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.172,0.172,0.154,0.146,0.172,0.172,0.000
SJ3_2250_2230,A42013,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.123,0.123,0.192,0.138,0.138,0.192,0.192,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.134,0.134,0.089,0.168,0.134,0.134,0.000
SJ3_2250_2230,A42021,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.069,0.069,0.071,0.063,0.063,0.071,0.071,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.065,0.065,0.061,0.070,0.065,0.065,0.000
SJ3_2250_2230,B42009,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,1.538,0.000,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,0.000,0.222,0.222,0.261,0.314,0.314,0.261,0.261,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.230,0.230,0.240,0.171,0.230,0.230,0.000
