river,land,HGMR
RL5_6321_0000,A51057,CPDN
RL5_6321_0000,A51159,CPLN
RU2_5220_5640,A51047,PCRN
RU2_5220_5640,A51061,PCRN
RU2_5220_5640,A51157,BR_N
RU2_5220_5640,B51061,BR_N
RU2_5220_5640,B51157,BR_N
RU2_5500_5610,A51047,PCRN
RU2_5500_5610,A51157,BR_N
RU2_5500_5610,B51157,BR_N
RU2_5810_5610,A51047,PCRN
RU2_5810_5610,A51113,BR_N
RU2_5810_5610,A51157,BR_N
RU2_5810_5610,B51113,BR_N
RU2_5810_5610,B51157,BR_N
RU2_5940_6200,A51047,PCRN
RU2_5940_6200,A51113,PCRN
RU2_5940_6200,B51113,BR_N
RU2_6090_6220,A51079,BR_N
RU2_6090_6220,A51113,PCRN
RU2_6090_6220,B51079,BR_N
RU2_6090_6220,B51113,BR_N
RU2_6200_6170,A51047,ML_N
RU2_6200_6170,A51113,PCRN
RU2_6220_6170,A51003,PCRN
RU2_6220_6170,A51079,PCRN
RU2_6220_6170,A51113,PCRN
RU2_6220_6170,A51137,ML_N
RU3_5610_5640,A51047,PCRN
RU3_5610_5640,A51157,PCRN
RU3_6170_6040,A51047,ML_N
RU3_6170_6040,A51137,PCRN
RU4_5640_6030,A51047,PCRN
RU4_5640_6030,A51061,ML_N
RU4_5640_6030,A51179,PCRN
RU4_6040_6030,A51047,ML_N
RU4_6040_6030,A51137,PCRN
RU4_6040_6030,A51177,PCRN
RU5_6030_0001,A51177,PCRN
RU5_6030_0001,A51179,PCRN
RU5_6030_0001,A51630,PCRN
SJ1_2280_2450,A42061,VRSN
SJ1_2280_2450,A42067,VRSN
SJ2_1900_1930,A42027,VRSN
SJ2_1900_1930,A42087,VRSN
SJ2_1900_1930,A42109,VRSN
SJ2_2110_2170,A42067,VRSN
SJ2_2110_2170,A42087,VRSN
SJ2_2150_2130,A42067,VRSN
SJ2_2150_2130,A42099,VRSN
SJ2_2500_2450,A42061,VRSN
SJ2_2530_2820,A42009,VRCN
SJ2_2530_2820,A42013,VRSN
SJ2_2530_2820,A42021,APSN
SJ2_2530_2820,B42009,VRSN
SJ2_2570_2660,A42009,VRCN
SJ2_2570_2660,A42013,VRCN
SJ2_2570_2660,C42009,VRSN
SJ2_2580_2500,A42057,VRSN
SJ2_2580_2500,A42061,VRSN
SJ2_2580_2500,C42009,VRSN
SJ2_2820_2740,A42009,VRCN
SJ2_2900_2740,A42009,VRSN
SJ2_2900_2740,A42111,VRSN
SJ2_2900_2740,B42009,VRSN
SJ3_1980_2060,A42027,VRCN
SJ3_1980_2060,A42061,VRCN
SJ3_2040_1980,A42013,VRSN
SJ3_2040_1980,A42021,APSN
SJ3_2040_1980,A42027,VRSN
SJ3_2040_1980,A42061,VRCN
SJ3_2040_1980,B42027,APSN
SJ3_2160_2170,A42061,VRSN
SJ3_2160_2170,A42067,VRSN
SJ3_2160_2170,A42099,VRSN
SJ3_2160_2170,B42055,VRSN
SJ3_2170_1970,A42067,VRCN
SJ3_2230_2060,A42009,VRSN
SJ3_2230_2060,A42013,VRCN
SJ3_2230_2060,A42061,VRSN
SJ3_2250_2230,A42009,VRCN
SJ3_2250_2230,A42013,VRSN
SJ3_2250_2230,A42021,APSN
SJ3_2250_2230,B42009,VRSN
SJ3_2450_2120,A42061,VRSN
SJ4_2010_2210,A42013,VRSN
SJ4_2010_2210,A42027,VRSN
SJ4_2010_2210,A42061,VRSN
SJ4_2060_2010,A42061,VRSN
SJ4_2340_2210,A42061,VRSN
SJ4_2360_2340,A42009,VRSN
SJ4_2360_2340,A42057,VRSN
SJ4_2360_2340,A42061,VRSN
SJ4_2360_2340,C42009,VRSN
SJ4_2660_2360,A42009,VRSN
SJ4_2660_2360,A42061,VRSN
SJ4_2660_2360,C42009,VRSN
SJ4_2740_2660,A42009,VRCN
SJ4_2740_2660,A42057,VRSN
SJ4_2740_2660,C42009,VRSN
SJ5_2120_1930,A42061,VRSN
SJ5_2120_1930,A42087,VRSN
SJ5_2210_2320,A42061,VRSN
SJ5_2210_2320,A42087,VRSN
SJ5_2320_2120,A42061,VRSN
SJ5_2320_2120,A42087,VRSN
SJ6_1930_1970,A42067,VRSN
SJ6_1930_1970,A42087,VRSN
SJ6_1930_1970,A42109,VRSN
SJ6_1970_2130,A42067,VRSN
SJ6_1970_2130,A42099,VRSN
SJ6_1970_2130,A42109,VRSN
SJ6_2130_2050,A42099,VRSN
SL0_2180_2220,A42075,VRCN
SL0_2220_2140,A42075,VRSN
SL0_2721_2720,A24025,PCRN
SL0_2721_2720,A42133,PCRN
SL0_2831_2830,A24013,PCRN
SL0_2831_2830,A42133,PCRN
SL1_1700_1780,A42097,VRSN
SL1_1730_1700,A42037,VRSN
SL1_1730_1700,A42097,VRSN
SL1_1730_1700,A42107,VRSN
SL1_1790_1840,A42087,VRSN
SL1_1790_1840,A42109,VRSN
SL1_1790_1840,A42119,VRSN
SL1_2000_2090,A42011,VRSN
SL1_2000_2090,A42075,VRSN
SL1_2190_2350,A42011,ML_N
SL1_2190_2350,A42071,ML_N
SL1_2190_2350,A42075,ML_N
SL1_2390_2420,A42071,PCAN
SL1_2670_2370,A42041,VRCN
SL1_2670_2370,A42055,VRCN
SL1_2670_2370,B42041,BR_N
SL1_2760_2730,A42133,PCRN
SL1_2770_2730,A42133,PCRN
SL1_2830_2760,A42133,PCRN
SL2_1670_1880,A42037,VRSN
SL2_1670_1880,A42097,VRSN
SL2_1670_1880,A42107,VRSN
SL2_1810_2030,A42043,VRSN
SL2_1810_2030,A42097,VRSN
SL2_1810_2030,A42107,VRSN
SL2_1850_1990,A42107,VRSN
SL2_1990_2070,A42075,VRSN
SL2_1990_2070,A42107,VRSN
SL2_2070_2090,A42011,VRSN
SL2_2070_2090,A42075,VRSN
SL2_2200_2350,A42011,ML_N
SL2_2200_2350,A42029,PCRN
SL2_2200_2350,A42071,PCAN
SL2_2300_2520,A42071,PCAN
SL2_2300_2520,A42075,ML_N
SL2_2410_2700,A42029,PCRN
SL2_2410_2700,A42071,PCAN
SL2_2480_0001,A24015,PCRN
SL2_2480_0001,A42029,PCRN
SL2_2480_0001,A42071,PCRN
SL2_2540_2370,A42041,VRSN
SL2_2540_2370,A42055,VRSN
SL2_2540_2370,A42099,VRSN
SL2_2540_2370,B42055,VRSN
SL2_2750_2720,A24025,PCRN
SL2_2750_2720,A42133,PCRN
SL2_2910_3060,A24005,PCRN
SL2_2910_3060,A24025,PCRN
SL2_2910_3060,A42133,PCRN
SL2_3060_0001,A24025,PCRN
SL3_1710_1740,A42027,VRSN
SL3_1710_1740,A42061,VRSN
SL3_1710_1740,A42087,VRSN
SL3_1710_1740,A42109,VRSN
SL3_1710_1740,A42119,VRSN
SL3_1710_1740,B42119,VRCN
SL3_1740_1840,A42109,VRSN
SL3_1740_1840,B42119,VRSN
SL3_1840_1880,A42109,VRSN
SL3_1960_2080,A42043,VRSN
SL3_1960_2080,A42107,VRSN
SL3_2260_2050,A42043,VRSN
SL3_2260_2050,A42099,VRSN
SL3_2290_2260,A42099,VRSN
SL3_2290_2260,B42055,VRSN
SL3_2350_2470,A42071,PCAN
SL3_2400_2440,A42041,VRCN
SL3_2400_2440,A42133,ML_N
SL3_2400_2440,B42001,BR_N
SL3_2400_2440,B42041,BR_N
SL3_2420_2700,A42071,PCAN
SL3_2440_2380,A42041,VRSN
SL3_2440_2380,A42133,ML_N
SL3_2460_2430,A24013,PCRN
SL3_2460_2430,A42001,ML_N
SL3_2460_2430,A42133,ML_N
SL3_2460_2430,B42001,BR_N
SL3_2460_2430,B42041,BR_N
SL3_2470_2420,A42071,PCAN
SL3_2550_2490,A42133,PCRN
SL3_2730_2550,A42133,PCAN
SL4_2090_2100,A42075,VRSN
SL4_2100_2140,A42075,VRSN
SL4_2140_2240,A42043,VRSN
SL4_2140_2240,A42075,VRSN
SL4_2140_2240,B42043,VRSN
SL4_2240_2310,A42043,VRSN
SL4_2240_2310,A42075,VRCN
SL4_2240_2310,B42043,VRSN
SL4_2330_2270,A42041,VRCN
SL4_2370_2330,A42041,VRSN
SL4_2370_2330,A42055,VRSN
SL4_2370_2330,B42041,VRSN
SL4_2370_2330,B42055,VRSN
SL8_1760_1780,A42097,VRSN
SL8_1760_1780,A42109,VRSN
SL8_1760_1780,B42119,VRSN
SL8_1780_1880,A42097,VRSN
SL8_1780_1880,A42109,VRCN
SL8_1880_2030,A42043,VRSN
SL8_1880_2030,A42067,VRSN
SL8_1880_2030,A42097,VRSN
SL8_1880_2030,A42099,VRSN
SL8_1880_2030,A42109,VRSN
SL8_2030_2080,A42043,VRSN
SL8_2030_2080,A42067,VRSN
SL8_2030_2080,A42099,VRSN
SL8_2080_2050,A42043,VRSN
SL8_2080_2050,A42099,VRSN
SL9_2050_2270,A42041,VRSN
SL9_2050_2270,A42043,VRSN
SL9_2050_2270,A42075,VRSN
SL9_2050_2270,A42099,VRSN
SL9_2050_2270,B42043,VRSN
SL9_2270_2380,A42041,VRSN
SL9_2270_2380,A42043,VRSN
SL9_2270_2380,B42043,VRSN
SL9_2310_2430,A42071,ML_N
SL9_2310_2430,A42075,ML_N
SL9_2310_2430,A42133,ML_N
SL9_2310_2430,B42043,ML_N
SL9_2380_2310,A42133,ML_N
SL9_2380_2310,B42043,ML_N
SL9_2430_2490,A42071,ML_N
SL9_2430_2490,A42133,ML_N
SL9_2490_2520,A42071,PCAN
SL9_2490_2520,A42133,PCRN
SL9_2520_2700,A42071,PCAN
SL9_2520_2700,A42133,PCRN
SL9_2700_2720,A42071,PCRN
SL9_2700_2720,A42133,PCRN
SL9_2720_0001,A24015,PCRN
SL9_2720_0001,A24025,PCRN
SL9_2720_0001,A42071,PCRN
SL9_2720_0001,A42133,PCRN
SL9_2970_0000,A24015,PCRN
SL9_2970_0000,A24025,PCRN
SL9_2971_0000,A24015,PCRN
SL9_2971_0000,A24025,PCRN
SU1_0050_0090,A36017,APSN
SU1_0050_0090,A36053,APSN
SU1_0050_0090,A36065,APSN
SU1_0060_0190,A36043,APSN
SU1_0060_0190,A36077,APSN
SU1_0080_0210,A36077,APSN
SU1_0200_0270,A36017,APSN
SU1_0330_0560,A36023,APCN
SU1_0330_0560,A36107,APSN
SU1_0330_0560,A36109,APSN
SU1_0380_0400,A36017,APCN
SU1_0380_0400,A36025,APSN
SU1_0390_0560,A36107,APSN
SU1_0390_0560,A36109,APSN
SU1_0410_0480,A36007,APCN
SU1_0410_0480,A36017,APCN
SU1_0660_0710,A42115,APSN
SU1_0820_0740,A36101,APSN
SU1_0820_0740,A42105,APSN
SU1_0820_0740,A42117,APSN
SU1_0840_0831,A42117,APSN
SU1_0940_0900,A42015,APSN
SU1_0940_0900,A42081,APSN
SU1_0940_0900,A42113,APSN
SU1_0940_0900,B42015,APSN
SU1_1480_1500,A42037,VRSN
SU1_1480_1500,A42079,VRSN
SU1_1480_1500,A42107,VRSN
SU1_1630_1610,A42037,VRSN
SU1_1630_1610,A42093,VRSN
SU1_1630_1610,A42097,VRSN
SU2_0020_0140,A36043,APSN
SU2_0020_0140,A36077,APSN
SU2_0030_0140,A36043,APCN
SU2_0030_0140,A36077,APSN
SU2_0040_0180,A36077,APSN
SU2_0070_0090,A36017,APSN
SU2_0070_0090,A36053,APSN
SU2_0100_0230,A36025,APSN
SU2_0100_0230,A36077,APSN
SU2_0110_0240,A36017,APSN
SU2_0110_0240,A36023,APSN
SU2_0110_0240,A36053,APSN
SU2_0120_0260,A36023,APSN
SU2_0120_0260,A36053,APSN
SU2_0120_0260,A36067,APSN
SU2_0130_0250,A36077,APSN
SU2_0150_0220,A36025,APSN
SU2_0150_0220,A36077,APSN
SU2_0150_0220,A36095,APSN
SU2_0160_0260,A36023,APSN
SU2_0160_0260,A36067,APSN
SU2_0160_0260,A36109,APSN
SU2_0210_0300,A36077,APSN
SU2_0280_0430,A36007,APCN
SU2_0280_0430,A36017,APSN
SU2_0280_0430,A36023,APCN
SU2_0290_0291,A36025,APSN
SU2_0290_0291,A36077,APCN
SU2_0291_0320,A36025,APSN
SU2_0320_0340,A36025,APSN
SU2_0360_0460,A36017,APCN
SU2_0440_0550,A36007,APCN
SU2_0440_0550,A36107,APSN
SU2_0450_0720,A36015,APSN
SU2_0450_0720,A36097,APSN
SU2_0450_0720,A36107,APSN
SU2_0450_0720,A36109,APSN
SU2_0450_0720,A42015,APSN
SU2_0470_0590,A36015,APSN
SU2_0470_0590,A36107,APSN
SU2_0470_0590,A36109,APSN
SU2_0510_0570,A36003,APSN
SU2_0510_0570,A36101,APSN
SU2_0560_0590,A36107,APSN
SU2_0570_0580,A36101,APSN
SU2_0620_0580,A36003,APSN
SU2_0620_0580,A36101,APSN
SU2_0640_0630,A36101,APSN
SU2_0670_0810,A42115,APSN
SU2_0670_0810,A42127,APSN
SU2_0680_0610,A36015,APSN
SU2_0680_0610,A36101,APSN
SU2_0680_0610,A42015,APSN
SU2_0680_0610,A42117,APSN
SU2_0700_0860,A42015,APSN
SU2_0700_0860,A42115,APSN
SU2_0740_0741,A36101,APSN
SU2_0740_0741,A42117,APSN
SU2_0741_0690,A36101,APSN
SU2_0741_0690,A42117,APSN
SU2_0760_0960,A42115,APSN
SU2_0760_0960,A42131,APSN
SU2_0780_0710,A42069,APSN
SU2_0780_0710,A42115,APSN
SU2_0800_0850,A42015,APSN
SU2_0800_0850,A42117,APSN
SU2_0830_0831,A42117,APSN
SU2_0890_0900,A42015,APSN
SU2_0890_0900,A42081,APSN
SU2_0890_0900,A42117,APSN
SU2_0890_0900,B42015,APSN
SU2_0900_0870,A42015,APSN
SU2_0920_0830,A42015,APSN
SU2_0920_0830,A42117,APSN
SU2_0990_0950,A42113,APSN
SU2_0990_0950,A42131,APSN
SU2_0990_0950,B42015,APSN
SU2_0990_0950,B42079,APSN
SU2_0990_0950,B42131,APSN
SU2_1020_0980,A42131,APSN
SU2_1020_0980,B42079,APSN
SU2_1020_0980,B42131,APSN
SU2_1200_1310,A42037,VRSN
SU2_1200_1310,A42079,VRSN
SU2_1200_1310,A42113,APSN
SU2_1200_1310,B42079,APSN
SU2_1210_1310,A42037,VRSN
SU2_1210_1310,A42079,VRSN
SU2_1210_1310,A42113,APSN
SU2_1210_1310,B42079,VRSN
SU2_1290_1500,A42079,VRSN
SU2_1550_1620,A42025,VRSN
SU2_1550_1620,A42037,VRSN
SU2_1550_1620,A42079,VRSN
SU2_1550_1620,A42107,VRSN
SU3_0010_0190,A36017,APSN
SU3_0010_0190,A36043,APSN
SU3_0010_0190,A36053,APSN
SU3_0010_0190,A36065,APSN
SU3_0010_0190,A36077,APSN
SU3_0090_0170,A36017,APSN
SU3_0090_0170,A36053,APSN
SU3_0140_0180,A36077,APSN
SU3_0170_0270,A36017,APSN
SU3_0180_0230,A36077,APSN
SU3_0190_0300,A36017,APSN
SU3_0190_0300,A36077,APSN
SU3_0240_0350,A36007,APSN
SU3_0240_0350,A36017,APSN
SU3_0240_0350,A36023,APSN
SU3_0370_0490,A36051,APSN
SU3_0370_0490,A36069,APSN
SU3_0370_0490,A36097,APSN
SU3_0370_0490,A36101,APSN
SU3_0370_0490,A36123,APSN
SU3_0490_0530,A36097,APSN
SU3_0490_0530,A36101,APSN
SU3_0590_0540,A36107,APSN
SU3_0710_0910,A42069,APSN
SU3_0710_0910,A42115,APSN
SU3_0710_0910,A42131,APSN
SU3_0770_0690,A36101,APSN
SU3_0770_0690,A42117,APSN
SU3_0790_0770,A42117,APSN
SU3_0810_0970,A42069,VRSN
SU3_0810_0970,A42115,APSN
SU3_0810_0970,A42127,APSN
SU3_0831_0790,A42015,APSN
SU3_0831_0790,A42117,APSN
SU3_0870_0730,A42015,APSN
SU3_0870_0730,A42113,APSN
SU3_0870_0730,B42015,APSN
SU3_0910_1010,A42131,APSN
SU3_0970_1120,A42069,VRSN
SU3_0970_1120,A42079,VRSN
SU3_0970_1120,A42127,APSN
SU3_1280_1590,A42037,VRSN
SU3_1280_1590,A42093,VRSN
SU3_1280_1590,A42113,APSN
SU3_1280_1590,B42081,VRSN
SU3_1310_1280,A42037,VRSN
SU3_1500_1420,A42037,VRSN
SU3_1500_1420,A42079,VRSN
SU4_0220_0250,A36025,APSN
SU4_0220_0250,A36077,APSN
SU4_0230_0220,A36077,APSN
SU4_0250_0340,A36025,APSN
SU4_0250_0340,A36077,APSN
SU4_0260_0350,A36007,APCN
SU4_0260_0350,A36023,APSN
SU4_0260_0350,A36107,APCN
SU4_0270_0430,A36017,APSN
SU4_0300_0310,A36017,APSN
SU4_0300_0310,A36077,APSN
SU4_0350_0420,A36007,APCN
SU4_0350_0420,A36017,APCN
SU4_0350_0420,A36023,APCN
SU4_0430_0420,A36007,APCN
SU4_0430_0420,A36017,APCN
SU4_0580_0630,A36101,APSN
SU4_0630_0650,A36101,APSN
SU4_0690_0650,A36101,APSN
SU5_0310_0400,A36017,APCN
SU5_0310_0400,A36025,APSN
SU5_0340_0310,A36025,APSN
SU5_0340_0310,A36077,APSN
SU5_0400_0460,A36017,APCN
SU5_0420_0500,A36007,APCN
SU5_0420_0500,A36017,APCN
SU5_0460_0480,A36007,APSN
SU5_0460_0480,A36017,APCN
SU5_0530_0610,A36015,APSN
SU5_0530_0610,A36097,APSN
SU5_0530_0610,A36101,APSN
SU5_0600_0750,A36015,APSN
SU5_0600_0750,A36107,APSN
SU5_0600_0750,A42015,APSN
SU5_0610_0600,A36015,APSN
SU5_0610_0600,A42015,APSN
SU5_0650_0530,A36101,APSN
SU6_0480_0520,A36007,APSN
SU6_0480_0520,A42115,APSN
SU6_0480_0520,A42127,APSN
SU6_0500_0550,A36007,APSN
SU6_0500_0550,A42115,APSN
SU6_0520_0500,A36007,APSN
SU7_0540_0720,A36107,APSN
SU7_0540_0720,A42015,APSN
SU7_0540_0720,A42115,APSN
SU7_0550_0540,A36007,APSN
SU7_0550_0540,A36107,APSN
SU7_0550_0540,A42015,APSN
SU7_0550_0540,A42115,APSN
SU7_0720_0750,A42015,APSN
SU7_0730_0860,A42015,APSN
SU7_0730_0860,B42015,APSN
SU7_0750_0850,A42015,APSN
SU7_0850_0730,A42015,APSN
SU7_0860_0960,A42015,APSN
SU7_0860_0960,A42115,APSN
SU7_0860_0960,A42131,APSN
SU7_0860_0960,B42015,APSN
SU7_0950_1010,A42131,APSN
SU7_0950_1010,B42131,APSN
SU7_0960_0950,A42131,APSN
SU7_0980_1120,A42069,APSN
SU7_0980_1120,A42079,APSN
SU7_0980_1120,A42131,APSN
SU7_0980_1120,B42079,APSN
SU7_1010_0980,A42131,APSN
SU7_1120_1140,A42079,VRSN
SU7_1120_1140,B42079,APSN
SU7_1140_1420,A42037,VRSN
SU7_1140_1420,A42079,VRSN
SU7_1140_1420,B42079,APSN
SU7_1420_1590,A42037,VRSN
SU7_1420_1590,A42079,VRSN
SU8_1530_1760,A42037,VRSN
SU8_1530_1760,A42093,VRSN
SU8_1530_1760,A42097,VRSN
SU8_1590_1620,A42037,VRSN
SU8_1610_1530,A42037,VRSN
SU8_1610_1530,A42093,VRSN
SU8_1610_1530,A42097,VRSN
SU8_1620_1610,A42037,VRSN
SW0_1520_1600,A42035,APSN
SW0_1520_1600,B42027,APSN
SW1_1160_1260,A42081,APSN
SW1_1170_1270,A42023,APSN
SW1_1170_1270,A42083,APSN
SW1_1170_1270,A42105,APSN
SW1_1180_1190,A42113,VRSN
SW1_1450_1510,A42037,VRSN
SW1_1450_1510,A42093,VRSN
SW1_1450_1510,A42097,VRSN
SW1_1450_1510,B42081,VRSN
SW1_1510_1680,A42037,VRSN
SW1_1510_1680,A42093,VRSN
SW1_1510_1680,A42097,VRSN
SW1_1560_1460,A42027,VRSN
SW1_1560_1460,A42119,VRSN
SW1_1560_1460,B42035,VRSN
SW1_1560_1460,B42081,VRSN
SW1_1560_1460,B42119,VRSN
SW1_1570_1640,A42027,VRSN
SW1_1570_1640,A42119,VRSN
SW1_1570_1640,B42119,VRCN
SW1_1830_1690,A42027,VRCN
SW1_1890_1830,A42027,VRCN
SW1_1910_1890,A42027,VRCN
SW2_0880_0930,A42105,APSN
SW2_1000_1110,A42081,APSN
SW2_1000_1110,A42117,APSN
SW2_1030_1060,A42113,APSN
SW2_1030_1060,B42015,APSN
SW2_1050_0930,A42105,APSN
SW2_1070_1060,A42113,APSN
SW2_1070_1060,B42131,APSN
SW2_1100_1130,A42035,APSN
SW2_1100_1130,A42105,APSN
SW2_1100_1130,A42117,APSN
SW2_1190_1410,A42037,VRSN
SW2_1190_1410,A42081,APSN
SW2_1190_1410,A42093,VRSN
SW2_1190_1410,A42113,VRSN
SW2_1190_1410,B42081,VRSN
SW2_1240_1270,A42023,APSN
SW2_1240_1270,A42047,APSN
SW2_1240_1270,A42083,APSN
SW2_1360_1430,A42023,APSN
SW2_1360_1430,A42033,APSN
SW2_1360_1430,A42047,APSN
SW2_1770_1690,A42013,VRCN
SW2_1770_1690,A42027,VRSN
SW2_1770_1690,B42027,APSN
SW2_1950_1940,A42021,APSN
SW2_1950_1940,A42033,APSN
SW2_1950_1940,A42063,APSN
SW2_1950_1940,A42065,APSN
SW2_2020_1940,A42021,APSN
SW2_2020_1940,A42033,APSN
SW3_0930_1110,A42105,APSN
SW3_0930_1110,A42117,APSN
SW3_1040_1220,A42081,APSN
SW3_1040_1220,A42113,APSN
SW3_1040_1220,A42117,APSN
SW3_1060_1260,A42081,APSN
SW3_1060_1260,A42113,APSN
SW3_1060_1260,B42015,APSN
SW3_1080_1350,A42081,APSN
SW3_1080_1350,A42117,APSN
SW3_1090_1091,A42023,APSN
SW3_1090_1091,A42105,APSN
SW3_1091_1380,A42023,APSN
SW3_1091_1380,A42035,APSN
SW3_1091_1380,A42105,APSN
SW3_1130_1390,A42023,APSN
SW3_1130_1390,A42035,APSN
SW3_1130_1390,A42105,APSN
SW3_1220_1320,A42081,APSN
SW3_1220_1320,B42081,VRSN
SW3_1250_1340,A42081,APSN
SW3_1250_1340,B42081,VRSN
SW3_1270_1370,A42023,APSN
SW3_1270_1370,A42047,APSN
SW3_1270_1370,A42105,APSN
SW3_1370_1430,A42023,APSN
SW3_1380_1490,A42023,APSN
SW3_1390_1330,A42035,APSN
SW3_1580_1440,A42027,VRSN
SW3_1580_1440,A42035,APSN
SW3_1580_1440,A42119,VRSN
SW3_1580_1440,B42035,VRSN
SW3_1580_1440,B42081,VRSN
SW3_1600_1580,A42027,VRSN
SW3_1600_1580,A42035,APSN
SW3_1600_1580,B42027,APSN
SW3_1600_1580,B42035,VRSN
SW3_1660_1580,A42027,VRSN
SW3_1660_1580,B42027,APSN
SW3_1660_1580,B42035,VRSN
SW3_1690_1660,A42027,VRSN
SW3_1750_1540,A42033,APSN
SW3_1750_1540,B42027,APSN
SW3_1800_1650,A42033,APSN
SW3_1870_1800,A42013,APSN
SW3_1870_1800,A42021,APSN
SW3_1870_1800,A42033,APSN
SW3_1920_1750,A42013,APSN
SW3_1920_1750,A42033,APSN
SW3_1920_1750,B42027,APSN
SW4_1110_1150,A42081,APSN
SW4_1110_1150,A42117,APSN
SW4_1150_1350,A42081,APSN
SW4_1150_1350,A42105,APSN
SW4_1150_1350,A42117,APSN
SW4_1260_1300,A42081,APSN
SW4_1260_1300,B42081,VRSN
SW4_1430_1490,A42023,APSN
SW4_1490_1400,A42023,APSN
SW4_1490_1400,A42033,APSN
SW4_1490_1400,A42035,APSN
SW4_1720_1650,A42033,APSN
SW4_1860_1720,A42033,APSN
SW4_1940_1860,A42033,APSN
SW5_1350_1470,A42035,APSN
SW5_1350_1470,A42081,APSN
SW5_1350_1470,B42035,VRSN
SW5_1350_1470,B42081,VRSN
SW5_1540_1400,A42023,APSN
SW5_1540_1400,A42033,APSN
SW5_1540_1400,A42035,APSN
SW5_1540_1400,A42047,APSN
SW5_1540_1400,B42027,APSN
SW5_1650_1540,A42033,APSN
SW6_1230_1440,A42035,APSN
SW6_1230_1440,A42081,APSN
SW6_1230_1440,A42105,APSN
SW6_1230_1440,B42035,VRSN
SW6_1330_1230,A42035,APSN
SW6_1400_1330,A42023,APSN
SW6_1400_1330,A42035,APSN
SW6_1440_1470,A42035,APSN
SW6_1440_1470,A42081,APSN
SW6_1440_1470,B42035,VRSN
SW7_1300_1410,B42081,VRSN
SW7_1320_1300,B42081,VRSN
SW7_1340_1320,B42081,VRSN
SW7_1410_1460,A42081,VRSN
SW7_1410_1460,A42097,VRSN
SW7_1410_1460,A42119,VRSN
SW7_1410_1460,B42035,VRSN
SW7_1410_1460,B42081,VRSN
SW7_1410_1460,B42119,VRSN
SW7_1460_1640,A42093,VRCN
SW7_1460_1640,A42097,VRCN
SW7_1460_1640,A42119,VRSN
SW7_1460_1640,B42081,VRSN
SW7_1460_1640,B42119,VRSN
SW7_1470_1340,B42035,VRSN
SW7_1470_1340,B42081,VRSN
SW7_1640_1680,A42097,VRCN
SW7_1640_1680,B42119,VRCN
SW7_1680_1760,A42097,VRSN
SW7_1680_1760,B42119,VRSN
TU0_9160_0000,A51169,PCRN
TU0_9160_0000,A51191,PCRN
TU0_9160_0000,A51520,PCRN
TU0_9300_0000,A51105,PCRN
TU1_8570_8680,A51167,PCRN
TU1_8570_8680,A51185,PCRN
TU1_9010_9290,A51167,PCRN
TU1_9010_9290,A51169,PCRN
TU1_9120_0000,A51105,PCRN
TU1_9120_0000,A51169,PCRN
TU1_9120_0000,A51195,PCRN
TU1_9120_0000,B51169,PCRN
TU1_9120_0000,B51195,PCRN
TU1_9220_9200,A47091,BR_N
TU1_9220_9200,B51191,PCRN
TU2_8790_9070,A51173,PCRN
TU2_8790_9070,A51191,PCRN
TU2_8790_9070,A51197,VRSN
TU2_8860_9000,A51195,PCRN
TU2_8860_9000,A51720,PCRN
TU2_8860_9000,B51169,PCRN
TU2_8860_9000,B51195,PCRN
TU2_8950_9040,A51173,PCRN
TU2_8950_9040,B51077,PCRN
TU2_8950_9040,B51173,PCRN
TU2_8970_9280,A51167,PCRN
TU2_8970_9280,A51169,PCRN
TU2_9070_9090,A51191,PCRN
TU2_9100_9200,A47091,BR_N
TU2_9100_9200,B51077,PCRN
TU2_9100_9200,B51173,PCRN
TU2_9100_9200,B51191,PCRN
TU2_9200_9180,A47163,BR_N
TU2_9200_9180,A51191,PCRN
TU2_9200_9180,B51191,PCRN
TU3_8480_8680,A51167,PCRN
TU3_8480_8680,A51185,PCRN
TU3_8480_8680,B51167,PCRN
TU3_8480_8680,B51185,PCRN
TU3_8650_8800,A51021,PCRN
TU3_8650_8800,A51173,PCRN
TU3_8650_8800,A51185,PCRN
TU3_8880_9230,A51105,PCRN
TU3_8880_9230,A51195,PCRN
TU3_8880_9230,A51720,PCRN
TU3_8880_9230,B51105,PCRN
TU3_8880_9230,B51195,PCRN
TU3_9040_9180,A51173,PCRN
TU3_9040_9180,A51191,PCRN
TU3_9040_9180,B51173,PCRN
TU3_9040_9180,B51191,PCRN
TU3_9060_9230,A51105,PCRN
TU3_9060_9230,B51105,PCRN
TU3_9180_9090,A47163,BR_N
TU3_9180_9090,A51191,PCRN
TU3_9180_9090,B51191,PCRN
TU3_9230_9260,A51105,PCRN
TU4_8680_8810,A51167,PCRN
TU4_8680_8810,B51167,PCRN
TU4_8800_9290,A51167,PCRN
TU4_8800_9290,A51169,PCRN
TU4_8800_9290,A51173,PCRN
TU4_8800_9290,A51185,PCRN
TU4_8800_9290,A51191,PCRN
TU4_8810_9000,A51051,PCRN
TU4_8810_9000,A51167,PCRN
TU4_8810_9000,A51195,PCRN
TU4_8810_9000,B51167,PCRN
TU4_9090_0000,A51191,PCRN
TU4_9260_0000,A51105,PCRN
TU4_9260_0000,B51105,PCRN
TU4_9290_0000,A51169,PCRN
TU5_9000_9280,A51167,PCRN
TU5_9000_9280,A51169,PCRN
TU5_9000_9280,B51169,PCRN
